"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"N","Isoetaceae","Isoetes",85,613,"H,S","","blackfoot quillwort","Isoetes melanopoda subsp. melanopoda",2162
"N","Isoetaceae","Isoetes",85,613,"H,S","Isoetes lacustris","lake quillwort","Isoetes lacustris",2163
"N","Berberidaceae","Jeffersonia",34,614,"H","Jeffersonia diphylla","twinleaf","Jeffersonia diphylla",2164
"N","Juglandaceae","Juglans",42,64,"D","Juglans nigra","black walnut","Juglans nigra",2165
"I","Juglandaceae","Juglans",42,64,"D","","Buartnut","Juglans xbixbyi",2166
"N","Juglandaceae","Juglans",42,64,"D","Juglans cinerea","butternut","Juglans cinerea",2167
"N","Juncaceae","Juncus",86,50,"G","Juncus alpinoarticulatus","alpine rush","Juncus alpinoarticulatus",2168
"N","Juncaceae","Juncus",86,50,"G","","greater poverty rush","Juncus anthelatus",2169
"N","Juncaceae","Juncus",86,50,"G","Juncus arcticus var. littoralis","baltic rush","Juncus balticus subsp. littoralis",2170
"U","Juncaceae","Juncus",86,50,"G","Juncus brachycarpus","short-fruited rush","Juncus brachycarpus",2171
"N","Juncaceae","Juncus",86,50,"G","Juncus brevicaudatus","narrow-panicled rush","Juncus brevicaudatus",2172
"N","Juncaceae","Juncus",86,50,"G","Juncus articulatus","jointed rush","Juncus articulatus",2173
"N","Juncaceae","Juncus",86,50,"G","Juncus canadensis","Canada rush","Juncus canadensis",2174
"I","Juncaceae","Juncus",86,50,"G","Juncus compressus","compressed rush","Juncus compressus",2175
"N","Juncaceae","Juncus",86,50,"G","Juncus tenuis var. dudleyi","Dudley's rush","Juncus dudleyi",2176
"N","Juncaceae","Juncus",86,50,"G","Juncus bufonius, Juncus bufonius var. bufonius, Juncus bufonius var. halophilus","toad rush","Juncus bufonius",2177
"N","Juncaceae","Juncus",86,50,"G","Juncus filiformis","thread-like rush","Juncus filiformis",2178
"N","Juncaceae","Juncus",86,50,"G","Juncus gerardii","black-grass rush","Juncus gerardii",2179
"N","Juncaceae","Juncus",86,50,"G","Juncus greenei","Greene's rush","Juncus greenei",2180
"N","Juncaceae","Juncus",86,50,"G","Juncus tenuis var. tenuis","inland rush","Juncus interior",2181
"N","Juncaceae","Juncus",86,50,"G","Juncus longistylis","long-styled rush","Juncus longistylis",2182
"N","Juncaceae","Juncus",86,50,"G","Juncus marginatus","marginated rush","Juncus marginatus",2183
"N","Juncaceae","Juncus",86,50,"G","Juncus nodosus","knotty rush","Juncus nodosus",2184
"N","Juncaceae","Juncus",86,50,"G","Juncus pelocarpus","brown-fruited rush","Juncus pelocarpus",2185
"N","Juncaceae","Juncus",86,50,"G","","Pylaie's soft rush","Juncus pylaei",2186
"N","Juncaceae","Juncus",86,50,"G","Juncus stygius var. americanus","bog rush","Juncus stygius var. americanus",2187
"N","Juncaceae","Juncus",86,50,"G","Juncus subtilis","slender rush","Juncus subtilis",2188
"N","Juncaceae","Juncus",86,50,"G","Juncus tenuis","path rush","Juncus tenuis",2189
"N","Juncaceae","Juncus",86,50,"G","Juncus effusus var. solutus","soft rush","Juncus effusus subsp. solutus",2190
"N","Juncaceae","Juncus",86,50,"G","Juncus vaseyi","Vasey's rush","Juncus vaseyi",2191
"N","Juncaceae","Juncus",86,50,"G","","grass-like rush","Juncus xgracilescens",2192
"N","Juncaceae","Juncus",86,50,"G","Juncus torreyi","Torrey's rush","Juncus torreyi",2193
"N","Cupressaceae","Juniperus",87,63,"E","Juniperus communis var. depressa","bush juniper","Juniperus communis var. depressa",2194
"N","Cupressaceae","Juniperus",87,63,"E","Juniperus horizontalis","creeping juniper","Juniperus horizontalis",2195
"N","Cupressaceae","Juniperus",87,63,"E","Juniperus virginiana var. virginiana","eastern red cedar","Juniperus virginiana var. virginiana",2196
"N","Ericaceae","Kalmia",22,2027,"B","Kalmia polifolia","bog laurel","Kalmia polifolia",2197
"I","Dipsacaceae","Knautia",64,885,"H","Knautia arvensis","bluebuttons","Knautia arvensis",2198
"I","Amaranthaceae","Kochia",20,2028,"H","Kochia scoparia","summer cypress","Kochia scoparia subsp. scoparia",2199
"N","Poaceae","Koeleria",14,432,"G","Koeleria pyramidata","junegrass","Koeleria macrantha",2200
"N","Asteraceae","Krigia",5,433,"H","Krigia biflora","orange dwarfdandelion","Krigia biflora",2201
"N","Asteraceae","Lactuca",5,325,"H","Lactuca biennis","biennial blue lettuce","Lactuca biennis",2202
"N","Asteraceae","Lactuca",5,325,"H","Lactuca canadensis","Canada wild lettuce","Lactuca canadensis",2203
"N","Asteraceae","Lactuca",5,325,"H","Lactuca floridana","Florida wild lettuce","Lactuca floridana",2204
"I","Asteraceae","Lactuca",5,325,"H","Lactuca serriola","prickly lettuce","Lactuca serriola",2205
"N","Asteraceae","Lactuca",5,325,"H","Lactuca ludoviciana","Louisiana lettuce","Lactuca ludoviciana",2206
"I","Lamiaceae","Lamium",12,890,"H","Lamium amplexicaule","henbit","Lamium amplexicaule",2207
"I","Lamiaceae","Lamium",12,890,"H","Lamium galeobdolon","yellow archangel","Lamium galeobdolon",2208
"N","Urticaceae","Laportea",35,326,"H","Laportea canadensis","woodnettle","Laportea canadensis",2209
"I","Boraginaceae","Lappula",60,892,"H","Lappula squarrosa","two-row stickseed","Lappula squarrosa",2210
"I","Boraginaceae","Lappula",60,892,"H","Lappula redowskii","western stickseed","Lappula redowskii",2211
"I","Asteraceae","Lapsana",5,893,"H","Lapsana communis","nipplewort","Lapsana communis",2212
"N","Pinaceae","Larix",88,290,"E","Larix laricina","tamarack","Larix laricina",2213
"I","Fabaceae","Lathyrus",21,184,"H","Lathyrus latifolius","everlasting pea","Lathyrus latifolius",2214
"N","Fabaceae","Lathyrus",21,184,"H","Lathyrus ochroleucus","cream pea","Lathyrus ochroleucus",2215
"N","Fabaceae","Lathyrus",21,184,"H","Lathyrus palustris","marsh vetchling","Lathyrus palustris",2216
"N","Fabaceae","Lathyrus",21,184,"H","Lathyrus maritimus, Lathyrus maritimus var. glaber","beach pea","Lathyrus japonicus var. maritimus",2217
"I","Fabaceae","Lathyrus",21,184,"H","Lathyrus tuberosus","tuberous vetchling","Lathyrus tuberosus",2218
"N","Fabaceae","Lathyrus",21,184,"H","Lathyrus venosus var. intonsus","veiny pea","Lathyrus venosus var. intonsus",2219
"I","Fabaceae","Lathyrus",21,184,"","","","Lathyrus sylvestris",2220
"N","Cistaceae","Lechea",78,26,"H","Lechea intermedia","intermediate pinweed","Lechea intermedia var. intermedia",2221
"N","Cistaceae","Lechea",78,26,"H","Lechea stricta","prairie pinweed","Lechea stricta",2222
"N","Cistaceae","Lechea",78,26,"H","Lechea tenuifolia var. tenuifolia","narrow-leaved pinweed","Lechea tenuifolia",2223
"N","Poaceae","Leersia",14,327,"G","Leersia lenticularis","catchfly grass","Leersia lenticularis",2224
"N","Poaceae","Leersia",14,327,"G","Leersia oryzoides","rice cut grass","Leersia oryzoides",2225
"N","Poaceae","Leersia",14,327,"G","Leersia virginica","white cutgrass","Leersia virginica",2226
"N","Lemnaceae","Lemna",89,35,"F,H","Lemna minor s.l.","little duckweed","Lemna obscura",2227
"N","Lemnaceae","Lemna",89,35,"F,H","Lemna perpusilla","minute duckweed","Lemna perpusilla",2228
"N","Lemnaceae","Lemna",89,35,"F,H","Lemna trisulca","star duckweed","Lemna trisulca",2229
"N","Lemnaceae","Lemna",89,35,"F,H","Lemna minor s.l.","lesser duckweed","Lemna minor",2230
"N","Lemnaceae","Lemna",89,35,"F,H","Lemna minor s.l.","turion duckweed","Lemna turionifera",2231
"I","Asteraceae","Leontodon",5,894,"H","Leontodon autumnalis var. autumnalis","fall dandelion","Leontodon autumnalis",2232
"I","Lamiaceae","Leonurus",12,373,"H","Leonurus marrubiastrum","","Leonurus marrubiastrum",2233
"I","Lamiaceae","Leonurus",12,373,"H","Leonurus sibiricus","motherwort","Leonurus sibiricus",2234
"I","Lamiaceae","Leonurus",12,373,"H","Leonurus cardiaca","common motherwort","Leonurus cardiaca",2235
"I","Brassicaceae","Lepidium",18,389,"H","Lepidium campestre","field peppergrass","Lepidium campestre",2236
"I","Brassicaceae","Lepidium",18,389,"H","Cardaria draba","hoary cress","Lepidium draba",2237
"N","Brassicaceae","Lepidium",18,389,"H","Lepidium virginicum var. virginicum","Virginia peppergrass","Lepidium virginicum subsp. virginicum",2238
"N","Brassicaceae","Lepidium",18,389,"H","Lepidium densiflorum","green-flowered peppergrass","Lepidium densiflorum",2239
"N","Poaceae","Leptochloa",14,895,"G","Leptochloa fascicularis var. acuminata","bearded sprangletop","Leptochloa fusca subsp. fascicularis",2240
"I","Fabaceae","Lespedeza",21,307,"H","Lespedeza cuneata","sericea lespedeza","Lespedeza cuneata",2241
"N","Fabaceae","Lespedeza",21,307,"H","Lespedeza leptostachya","prairie bush clover","Lespedeza leptostachya",2242
"N","Fabaceae","Lespedeza",21,307,"H","Lespedeza capitata","round-headed bush clover","Lespedeza capitata",2243
"I","Asteraceae","Leucanthemella",5,2029,"H","","giant daisy","Leucanthemella serotina",2244
"I","Asteraceae","Leucanthemum",5,291,"H","Chrysanthemum leucanthemum","ox-eye daisy","Leucanthemum vulgare",2245
"N","Solanaceae","Leucophysalis",110,2030,"H","Leucophysalis grandiflora","dwarf ground cherry","Leucophysalis grandiflora",2246
"N","Scrophulariaceae","Leucospora",11,898,"H","Leucospora multifida","narrowleaf paleseed","Leucospora multifida",2247
"I","Apiaceae","Levisticum",9,2031,"H","","lovage","Levisticum officinale",2248
"N","Asteraceae","Liatris",5,62,"H","Liatris aspera","rough blazing star","Liatris aspera",2249
"N","Asteraceae","Liatris",5,62,"H","Liatris ligulistylis","northern plains blazing star","Liatris ligulistylis",2250
"N","Asteraceae","Liatris",5,62,"H","Liatris punctata","dotted blazing star","Liatris punctata var. punctata",2251
"N","Asteraceae","Liatris",5,62,"H","Liatris pycnostachya","great blazing star","Liatris pycnostachya var. pycnostachya",2252
"N","Asteraceae","Liatris",5,62,"H","Liatris cylindracea","cylindric blazing star","Liatris cylindracea",2253
"N","Liliaceae","Lilium",16,300,"H","Lilium michiganense","Michigan lily","Lilium michiganense",2254
"N","Liliaceae","Lilium",16,300,"H","Lilium philadelphicum var. andinum","wood lily","Lilium philadelphicum",2255
"I","Liliaceae","Lilium",16,300,"H","Lilium lancifolium","tiger lily","Lilium lancifolium",2256
"N","Scrophulariaceae","Limosella",11,2032,"H","Limosella aquatica","mudwort","Limosella aquatica",2257
"I","Scrophulariaceae","Linaria",11,548,"H","Linaria vulgaris","butter-and-eggs","Linaria vulgaris",2258
"I","Scrophulariaceae","Linaria",11,548,"H","","dalmatian toadflax","Linaria dalmatica subsp. dalmatica	",2259
"N","Scrophulariaceae","Lindernia",11,301,"H","Lindernia dubia, Lindernia dubia var. anagallidea, Lindernia dubia var. dubia","yellow-seeded false pimpernel","Lindernia dubia",2260
"N","Caprifoliaceae","Linnaea",62,901,"H","Linnaea borealis var. longiflora","twinflower","Linnaea borealis var. longiflora",2261
"N","Linaceae","Linum",91,302,"H","","blue flax","Linum lewisii var. lewisii",2262
"N","Linaceae","Linum",91,302,"H","Linum rigidum","stiffstem flax","Linum rigidum",2263
"N","Linaceae","Linum",91,302,"H","Linum rigidum var. rigidum","stiff-stem yellow flax","Linum rigidum var. rigidum",2264
"N","Linaceae","Linum",91,302,"H","","stiffstem flax","Linum rigidum var. simulans",2265
"I","Linaceae","Linum",91,302,"H","","blue flax","Linum perenne",2266
"I","Linaceae","Linum",91,302,"H","Linum usitatissimum","common flax","Linum usitatissimum",2267
"N","Linaceae","Linum",91,302,"H","Linum sulcatum","grooved yellow flax","Linum sulcatum",2268
"N","Orchidaceae","Liparis",23,303,"H","Liparis liliifolia","lily-leaved twayblade","Liparis liliifolia",2269
"N","Orchidaceae","Liparis",23,303,"H","Liparis loeselii","Loesel's twayblade","Liparis loeselii",2270
"N","Orchidaceae","Listera",23,2033,"H","Listera convallarioides","broad-leaved twayblade","Listera convallarioides",2271
"N","Orchidaceae","Listera",23,2033,"H","Listera cordata","heart-leaved twayblade","Listera cordata var. cordata",2272
"N","Orchidaceae","Listera",23,2033,"H","Listera auriculata","auricled twayblade","Listera auriculata",2273
"N","Boraginaceae","Lithospermum",60,78,"H","Lithospermum caroliniense var. croceum","hairy puccoon","Lithospermum caroliniense var. croceum",2274
"N","Boraginaceae","Lithospermum",60,78,"H","Lithospermum incisum","narrow-leaved puccoon","Lithospermum incisum",2275
"N","Boraginaceae","Lithospermum",60,78,"H","Lithospermum latifolium","American gromwell","Lithospermum latifolium",2276
"N","Boraginaceae","Lithospermum",60,78,"H","Lithospermum canescens","hoary puccoon","Lithospermum canescens",2277
"N","Plantaginaceae","Littorella",112,2034,"H,S","Littorella uniflora var. americana","American shore plantain","Littorella americana",2278
"N","Campanulaceae","Lobelia",41,305,"H,S","Lobelia dortmanna","water lobelia","Lobelia dortmanna",2279
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia inflata","Indian tobacco","Lobelia inflata",2280
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia kalmii","Kalm's lobelia","Lobelia kalmii",2281
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia cardinalis var. cardinalis","cardinal flower","Lobelia cardinalis var. cardinalis",2282
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia siphilitica var. ludoviciana","great lobelia","Lobelia siphilitica var. ludoviciana",2283
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia siphilitica var. siphilitica","great lobelia","Lobelia siphilitica var. siphilitica",2284
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia spicata","pale-spiked lobelia","Lobelia spicata",2285
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia siphilitica","great lobelia","Lobelia siphilitica",2286
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia spicata var. spicata","rough-spiked lobelia","Lobelia spicata var. spicata",2287
"N","Campanulaceae","Lobelia",41,305,"H","Lobelia spicata var. hirtella","rough-spiked lobelia","Lobelia spicata var. hirtella",2288
"I","Brassicaceae","Lobularia",18,904,"H","Lobularia maritima","sweet alyssum","Lobularia maritima",2289
"I","Asteraceae","Logfia",5,2035,"H","Filago arvensis","field cotton rose","Logfia arvensis",2290
"I","Poaceae","Lolium",14,549,"G","","Italian ryegrass","Lolium multiflorum",2291
"I","Poaceae","Lolium",14,549,"G","Lolium perenne, Lolium perenne var. aristatum, Lolium perenne var. perenne","English rye grass","Lolium perenne",2292
"N","Apiaceae","Lomatium",9,2036,"H","Lomatium orientale","desert parsley","Lomatium orientale",2293
"N","Caprifoliaceae","Lonicera",62,179,"D","Lonicera caerulea var. villosa","mountain fly honeysuckle","Lonicera caerulea var. villosa",2294
"N","Caprifoliaceae","Lonicera",62,179,"D","Lonicera canadensis","fly honeysuckle","Lonicera canadensis",2295
"N","Caprifoliaceae","Lonicera",62,179,"C","Lonicera dioica var. dioica","wild honeysuckle","Lonicera dioica var. dioica",2296
"N","Caprifoliaceae","Lonicera",62,179,"C","Lonicera dioica var. glaucescens","wild honeysuckle","Lonicera dioica var. glaucescens",2297
"N","Caprifoliaceae","Lonicera",62,179,"D","Lonicera hirsuta","hairy honeysuckle","Lonicera hirsuta",2298
"N","Caprifoliaceae","Lonicera",62,179,"C","Lonicera dioica","wild honeysuckle","Lonicera dioica",2299
"N","Caprifoliaceae","Lonicera",62,179,"D","Lonicera oblongifolia","swamp fly honeysuckle","Lonicera oblongifolia",2300
"N","Caprifoliaceae","Lonicera",62,179,"C","Lonicera prolifera, Lonicera reticulata s.s.","grape honeysuckle","Lonicera reticulata",2301
"I","Caprifoliaceae","Lonicera",62,179,"D","Lonicera tatarica","tartarian honeysuckle","Lonicera tatarica",2302
"I","Caprifoliaceae","Lonicera",62,179,"D","Lonicera xbella","pretty honeysuckle","Lonicera xbella",2303
"I","Caprifoliaceae","Lonicera",62,179,"D","Lonicera morrowii","Morrow's honeysuckle","Lonicera morrowii",2304
"I","Fabaceae","Lotus",21,400,"H","Lotus corniculatus","bird's-foot trefoil","Lotus corniculatus",2305
"N","Onagraceae","Ludwigia",39,450,"H","Ludwigia palustris","common water primrose","Ludwigia palustris",2306
"N","Onagraceae","Ludwigia",39,450,"H","Ludwigia polycarpa","false loosestrife","Ludwigia polycarpa",2307
"N","Fabaceae","Lupinus",21,596,"H","Lupinus perennis","wild lupine","Lupinus perennis",2308
"I","Fabaceae","Lupinus",21,596,"H","Lupinus polyphyllus","large-leaved lupine","Lupinus polyphyllus",2309
"N","Juncaceae","Luzula",86,451,"G","Luzula acuminata","pointed woodrush","Luzula acuminata var. acuminata",2310
"I","Juncaceae","Luzula",86,451,"G","Luzula luzuloides","Lamarck's woodrush","Luzula luzuloides subsp. luzuloides",2311
"N","Juncaceae","Luzula",86,451,"G","Luzula multiflora","many-flowered woodrush","Luzula multiflora subsp. multiflora",2312
"N","Juncaceae","Luzula",86,451,"G","","small-flowered woodrush","Luzula parviflora subsp. melanocarpa",2313
"I","Solanaceae","Lycium",110,907,"D","Lycium barbarum","matrimony vine","Lycium barbarum",2314
"N","Lycopodiaceae","Lycopodiella",94,908,"H","Lycopodium inundatum","northern bog clubmoss","Lycopodiella inundata",2315
"N","Lycopodiaceae","Lycopodium",94,306,"H","Lycopodium clavatum s.l.","common clubmoss","Lycopodium clavatum",2316
"N","Lycopodiaceae","Lycopodium",94,306,"H","Lycopodium clavatum s.l.","one-cone clubmoss","Lycopodium lagopus",2317
"N","Lamiaceae","Lycopus",12,452,"H","Lycopus americanus","cut-leaved bugleweed","Lycopus americanus",2318
"N","Lamiaceae","Lycopus",12,452,"H","Lycopus uniflorus","northern bugleweed","Lycopus uniflorus",2319
"N","Lamiaceae","Lycopus",12,452,"H","Lycopus virginicus","Virginia bugleweed","Lycopus virginicus",2320
"N","Lamiaceae","Lycopus",12,452,"H","Lycopus xsherardii","Sherard's bugleweed","Lycopus xsherardii",2321
"N","Lamiaceae","Lycopus",12,452,"H","Lycopus asper","rough bugleweed","Lycopus asper",2322
"N","Asteraceae","Lygodesmia",5,2037,"H","Lygodesmia juncea","skeletonweed","Lygodesmia juncea",2323
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia ciliata","fringed loosestrife","Lysimachia ciliata",2324
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia hybrida","hybrid loosestrife","Lysimachia hybrida",2325
"N","Primulaceae","Lysimachia",66,283,"H","","lance-leaved loosestrife","Lysimachia lanceolata",2326
"I","Primulaceae","Lysimachia",66,283,"H","Lysimachia nummularia","moneywort","Lysimachia nummularia",2327
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia quadriflora","prairie loosestrife","Lysimachia quadriflora",2328
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia quadrifolia","whorled loosestrife","Lysimachia quadrifolia",2329
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia terrestris","swamp candles","Lysimachia terrestris",2330
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia thyrsiflora","tufted loosestrife","Lysimachia thyrsiflora",2331
"I","Primulaceae","Lysimachia",66,283,"H","Lysimachia vulgaris","garden yellow loosestrife","Lysimachia vulgaris",2332
"N","Primulaceae","Lysimachia",66,283,"H","Lysimachia xcommixta","mixed loosestrife","Lysimachia xcommixta",2333
"N","Primulaceae","Lysimachia",66,283,"H","Glaux maritima","sea milkwort","Lysimachia maritima",2334
"N","Lythraceae","Lythrum",61,401,"H","Lythrum alatum var. alatum","winged loosesrtife","Lythrum alatum var. alatum",2335
"I","Lythraceae","Lythrum",61,401,"H","Lythrum salicaria","purple loosestrife","Lythrum salicaria",2336
"I","Asteraceae","Madia",5,2038,"H","Madia glomerata","tarweed","Madia glomerata",2337
"N","Liliaceae","Maianthemum",16,79,"H","Maianthemum canadense, Maianthemum canadense var. canadense, Maianthemum canadense var. interius","Canada mayflower","Maianthemum canadense",2338
"N","Liliaceae","Maianthemum",16,79,"H","Smilacina racemosa","common false Solomon's seal","Maianthemum racemosum subsp. racemosum",2339
"N","Liliaceae","Maianthemum",16,79,"H","Smilacina trifolia","three-leaved false Solomon's seal","Maianthemum trifolium",2340
"N","Liliaceae","Maianthemum",16,79,"H","Smilacina stellata","starry false Solomon's seal","Maianthemum stellatum",2341
"N","Orchidaceae","Malaxis",23,913,"H","Malaxis monophyllos var. brachypoda","white adder's mouth","Malaxis monophyllos var. brachypoda",2342
"N","Orchidaceae","Malaxis",23,913,"H","Malaxis paludosa","bog adder's mouth","Malaxis paludosa",2343
"N","Orchidaceae","Malaxis",23,913,"H","Malaxis unifolia","green adder's mouth","Malaxis unifolia",2344
"N","Rosaceae","Malus",13,48,"D","Pyrus ioensis","prairie crabapple","Malus ioensis",2345
"I","Malvaceae","Malva",2,915,"H","Malva neglecta","common mallow","Malva neglecta",2346
"I","Malvaceae","Malva",2,915,"H","Malva rotundifolia","dwarf mallow","Malva pusilla",2347
"I","Marsileaceae","Marsilea",161,918,"","","European water clover","Marsilea quadrifolia",2348
"N","Marsileaceae","Marsilea",161,918,"H","Marsilea vestita","hairy water-clover","Marsilea vestita",2349
"I","Asteraceae","Matricaria",5,920,"H","Matricaria recutita","wild chamomile","Matricaria chamomilla",2350
"I","Asteraceae","Matricaria",5,920,"H","Matricaria matricarioides","pineapple weed","Matricaria discoidea",2351
"N","Dryopteridaceae","Matteuccia",32,619,"H","Matteuccia struthiopteris","ostrich fern","Matteuccia struthiopteris var. pensylvanica",2352
"I","Fabaceae","Medicago",21,393,"H","Medicago sativa","alfalfa","Medicago sativa",2353
"I","Fabaceae","Medicago",21,393,"H","Medicago sativa subsp. falcata","yellow flowered alfalfa","Medicago sativa subsp. falcata",2354
"I","Fabaceae","Medicago",21,393,"H","Medicago sativa subsp. sativa","purple alfalfa","Medicago sativa subsp. sativa",2355
"I","Fabaceae","Medicago",21,393,"H","Medicago lupulina","black medick","Medicago lupulina",2356
"N","Scrophulariaceae","Melampyrum",11,436,"H","Melampyrum lineare","cow wheat","Melampyrum lineare",2357
"N","Scrophulariaceae","Melampyrum",11,436,"H","Melampyrum lineare var. americanum","cow wheat","Melampyrum lineare var. americanum",2358
"N","Scrophulariaceae","Melampyrum",11,436,"H","Melampyrum lineare var. lineare","cow wheat","Melampyrum lineare var. lineare",2359
"N","Poaceae","Melica",14,925,"G","Melica nitens","three-flowered melic","Melica nitens",2360
"I","Fabaceae","Melilotus",21,72,"H","Melilotus albus","white sweet clover","Melilotus albus",2361
"I","Fabaceae","Melilotus",21,72,"H","Melilotus officinalis","yellow sweet clover","Melilotus officinalis",2362
"N","Menispermaceae","Menispermum",96,340,"C","Menispermum canadense","Canada moonseed","Menispermum canadense",2363
"N","Lamiaceae","Mentha",12,228,"H","Mentha arvensis var. canadensis","common mint","Mentha arvensis var. canadensis",2364
"I","Lamiaceae","Mentha",12,228,"H","Mentha spicata s.s.","spearmint","Mentha spicata",2365
"I","Lamiaceae","Mentha",12,228,"H","Mentha xgentilis","heartmint","Mentha xgentilis",2366
"N","Menyanthaceae","Menyanthes",97,437,"H","Menyanthes trifoliata","buckbean","Menyanthes trifoliata",2367
"N","Boraginaceae","Mertensia",60,438,"H","Mertensia virginica","Virginia bluebells","Mertensia virginica",2368
"N","Boraginaceae","Mertensia",60,438,"H","Mertensia paniculata","panicled bluebells","Mertensia paniculata",2369
"N","Saxifragaceae","Micranthes",80,1093,"H","Saxifraga pensylvanica","swamp saxifrage","Micranthes pensylvanica",2370
"N","Saxifragaceae","Micranthes",80,1093,"H","Saxifraga virginiensis","Virginia saxifrage","Micranthes virginiensis",2371
"N","Poaceae","Milium",14,934,"G","Milium effusum","woodland millet grass","Milium effusum var. cisatlanticum",2372
"N","Scrophulariaceae","Mimulus",11,439,"H","Mimulus ringens var. ringens","blue monkey flower","Mimulus ringens var. ringens",2373
"N","Caryophyllaceae","Minuartia",26,205,"H","Arenaria stricta var. litorea","rock sandwort","Minuartia dawsonensis",2374
"N","Nyctaginaceae","Mirabilis",98,440,"H","Mirabilis hirsuta","hairy four o'clock","Mirabilis albida",2375
"N","Nyctaginaceae","Mirabilis",98,440,"H","Mirabilis nyctaginea","heart-leaved four o'clock","Mirabilis nyctaginea",2376
"N","Nyctaginaceae","Mirabilis",98,440,"H","Mirabilis linearis","narrow-leaved four o'clock","Mirabilis linearis var. linearis",2377
"I","Poaceae","Miscanthus",14,551,"G","Miscanthus sacchariflorus","amur silver grass","Miscanthus sacchariflorus",2378
"N","Rubiaceae","Mitchella",47,512,"H","Mitchella repens","partridgeberry","Mitchella repens",2379
"N","Saxifragaceae","Mitella",80,3,"H","Mitella nuda","naked miterwort","Mitella nuda",2380
"N","Saxifragaceae","Mitella",80,3,"H","Mitella diphylla","two-leaved miterwort","Mitella diphylla",2381
"N","Caryophyllaceae","Moehringia",26,937,"H","Arenaria lateriflora","side-flowering sandwort","Moehringia lateriflora",2382
"N","Caryophyllaceae","Moehringia",26,937,"H","Arenaria macrophylla","large-leaved sandwort","Moehringia macrophylla",2383
"N","Molluginaceae","Mollugo",162,939,"H","Mollugo verticillata","carpetweed","Mollugo verticillata",2384
"N","Lamiaceae","Monarda",12,239,"H","Monarda fistulosa var. fistulosa","wild bergamot","Monarda fistulosa var. fistulosa",2385
"N","Lamiaceae","Monarda",12,239,"H","Monarda fistulosa var. menthaefolia","wild bergamot","Monarda fistulosa var. menthaefolia",2386
"N","Lamiaceae","Monarda",12,239,"H","Monarda punctata var. villicaulis","spotted horsemint","Monarda punctata var. villicaulis",2387
"N","Lamiaceae","Monarda",12,239,"H","Monarda fistulosa","wild bergamot","Monarda fistulosa",2388
"N","Ericaceae","Moneses",22,2039,"H","Moneses uniflora","one-flowered pyrola","Moneses uniflora",2389
"N","Chenopodiaceae","Monolepis",49,940,"H","Monolepis nuttalliana","povertyweed","Monolepis nuttalliana",2390
"N","Monotropaceae","Monotropa",99,467,"H","Monotropa hypopithys","pinesap","Monotropa hypopitys",2391
"N","Monotropaceae","Monotropa",99,467,"H","Monotropa uniflora","Indian pipe","Monotropa uniflora",2392
"N","Portulacaceae","Montia",51,2040,"H","Montia chamissoi","montia","Montia chamissoi",2393
"N","Moraceae","Morus",95,49,"D","Morus rubra","red mulberry","Morus rubra",2394
"I","Moraceae","Morus",95,49,"D","Morus alba","white mulberry","Morus alba",2395
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia cuspidata","Plains muhly","Muhlenbergia cuspidata",2396
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia frondosa","swamp muhly grass","Muhlenbergia frondosa",2397
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia glomerata","clustered muhly grass","Muhlenbergia glomerata",2398
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia asperifolia","scratchgrass","Muhlenbergia asperifolia",2399
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia mexicana","Mexican muhly grass","Muhlenbergia mexicana var. filiformis",2400
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia mexicana","Mexican muhly grass","Muhlenbergia mexicana var. mexicana",2401
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia racemosa","marsh muhly grass","Muhlenbergia racemosa",2402
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia mexicana","Mexican muhly grass","Muhlenbergia mexicana",2403
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia schreberi","dropseed muhly grass","Muhlenbergia schreberi",2404
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia sylvatica","woodland muhly grass","Muhlenbergia sylvatica",2405
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia uniflora","one-flowered muhly","Muhlenbergia uniflora",2406
