"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"N","Poaceae","Muhlenbergia",14,336,"G","Muhlenbergia richardsonis","mat muhly grass","Muhlenbergia richardsonis",2407
"N","Asteraceae","Mulgedium",5,2041,"H","Lactuca pulchella","beautiful blue lettuce","Mulgedium pulchellum",2408
"N","Boraginaceae","Myosotis",60,552,"H","Myosotis laxa","smaller forget-me-not","Myosotis laxa",2409
"I","Boraginaceae","Myosotis",60,552,"H","Myosotis scorpioides","true forget-me-not","Myosotis scorpioides",2410
"I","Boraginaceae","Myosotis",60,552,"H","Myosotis sylvatica","woodland forget-me-not","Myosotis sylvatica",2411
"I","Boraginaceae","Myosotis",60,552,"H","Myosotis arvensis","field forget-me-not","Myosotis arvensis",2412
"N","Boraginaceae","Myosotis",60,552,"H","Myosotis verna","Virginia forget-me-not","Myosotis verna",2413
"I","Caryophyllaceae","Myosoton",26,553,"H","Stellaria aquatica","giant chickweed","Myosoton aquaticum",2414
"N","Ranunculaceae","Myosurus",7,941,"H","Myosurus minimus","mousetail","Myosurus minimus",2415
"N","Myricaceae","Myrica",54,2042,"D","Myrica gale","sweet gale","Myrica gale",2416
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum farwellii","Farwell's water milfoil","Myriophyllum farwellii",2417
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum heterophyllum","broadleaf water milfoil","Myriophyllum heterophyllum",2418
"U","Haloragaceae","Myriophyllum",100,153,"H,S","","cutleaf watermilfoil","Myriophyllum pinnatum",2419
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum alterniflorum","alternate-flower water milfoil","Myriophyllum alterniflorum",2420
"I","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum spicatum","Eurasian water milfoil","Myriophyllum spicatum",2421
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum tenellum","slender water milfoil","Myriophyllum tenellum",2422
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum verticillatum","whorled water milfoil","Myriophyllum verticillatum",2423
"N","Haloragaceae","Myriophyllum",100,153,"H,S","Myriophyllum sibiricum","northern water milfoil","Myriophyllum sibiricum",2424
"N","Pteridaceae","Myriopteris",8,658,"H","Cheilanthes feei","slender lip fern","Myriopteris gracilis",2425
"N","Najadaceae","Najas",163,942,"H,S","Najas gracillima","slender naiad","Najas gracillima",2426
"N","Najadaceae","Najas",163,942,"H,S","Najas guadalupensis s.l.","southern naiad","Najas guadalupensis",2427
"N","Najadaceae","Najas",163,942,"H,S","Najas guadalupensis var. guadalupensis","guadalupian southern naid","Najas guadalupensis subsp. guadalupensis",2428
"N","Najadaceae","Najas",163,942,"H,S","Najas flexilis","flexuous naiad","Najas flexilis",2429
"N","Najadaceae","Najas",163,942,"H,S","Najas marina","sea naiad","Najas marina",2430
"I","Najadaceae","Najas",163,942,"H,S","Najas minor","brittle water-nymph","Najas minor",2431
"N","Najadaceae","Najas",163,942,"H,S","Najas guadalupensis var. olivacea","olive-colored southern naiad","Najas guadalupensis subsp. olivacea",2432
"N","Malvaceae","Napaea",2,276,"H","Napaea dioica","glade mallow","Napaea dioica",2433
"N","Poaceae","Nassella",14,943,"G","Stipa viridula","green needle grass","Nassella viridula",2434
"I","Brassicaceae","Nasturtium",18,555,"H","Rorippa nasturtium-aquaticum","small-leaved water cress","Nasturtium officinale",2435
"I","Brassicaceae","Nasturtium",18,555,"H","Rorippa nasturtium-aquaticum","one-row yellowcress","Nasturtium microphyllum",2436
"N","Nelumbonaceae","Nelumbo",164,946,"H","Nelumbo lutea","American lotus","Nelumbo lutea",2437
"N","Aquifoliaceae","Nemopanthus",83,2043,"D","Nemopanthus mucronatus","swamp holly","Nemopanthus mucronatus",2438
"I","Lamiaceae","Nepeta",12,112,"H","Nepeta cataria","catnip","Nepeta cataria",2439
"I","Brassicaceae","Neslia",18,948,"H","Neslia paniculata","ball mustard","Neslia paniculata",2440
"N","Asteraceae","Nothocalais",5,952,"H","Microseris cuspidata","prairie false dandelion","Nothocalais cuspidata",2441
"N","Nymphaeaceae","Nuphar",101,154,"F,H","Nuphar microphylla","yellow pond-lily","Nuphar microphylla",2442
"N","Nymphaeaceae","Nuphar",101,154,"H","Nuphar xrubrodisca","yellow pond-lily","Nuphar rubrodisca",2443
"N","Nymphaeaceae","Nuphar",101,154,"F,H","Nuphar variegata","bullhead pond-lily","Nuphar variegata",2444
"N","Scrophulariaceae","Nuttallanthus",11,954,"H","Linaria canadensis var. canadensis","old field toadflax","Nuttallanthus canadensis",2445
"N","Nymphaeaceae","Nymphaea",101,155,"F,H","Nymphaea tetragona","small white waterlily","Nymphaea leibergii",2446
"N","Nymphaeaceae","Nymphaea",101,155,"F,H","Nymphaea odorata s.l.","American white waterlily","Nymphaea odorata",2447
"N","Nymphaeaceae","Nymphaea",101,155,"F,H","","American white waterlily","Nymphaea odorata subsp. tuberosa",2448
"N","Nymphaeaceae","Nymphaea",101,155,"F,H","Nymphaea odorata var. odorata","American white waterlily","Nymphaea odorata subsp. odorata",2449
"I","Orobanchaceae","Odontites",55,2044,"H","","red bartsia","Odontites vulgaris",2450
"N","Onagraceae","Oenothera",39,156,"H","Oenothera biennis s.s., Oenothera biennis var. biennis","common evening primrose","Oenothera biennis",2451
"N","Onagraceae","Oenothera",39,156,"H","Oenothera clelandii","Cleland's evening primrose","Oenothera clelandii",2452
"N","Onagraceae","Oenothera",39,156,"H","Gaura biennis, Gaura biennis var. biennis","biennial gaura","Oenothera gaura",2453
"N","Onagraceae","Oenothera",39,156,"H","Oenothera laciniata, Oenothera laciniata var. laciniata","cut-leaved evening primrose","Oenothera laciniata",2454
"N","Onagraceae","Oenothera",39,156,"H","Oenothera nuttallii","Nuttall's evening primrose","Oenothera nuttallii",2455
"I","Onagraceae","Oenothera",39,156,"H","","velvetweed","Oenothera curtiflora",2456
"N","Onagraceae","Oenothera",39,156,"H","Oenothera parviflora s.l., Oenothera parviflora var. parviflora","northern evening primrose","Oenothera parviflora",2457
"N","Onagraceae","Oenothera",39,156,"H","Oenothera perennis","perennial evening primrose","Oenothera perennis",2458
"N","Onagraceae","Oenothera",39,156,"H","Oenothera rhombipetala","rhombic evening primrose","Oenothera rhombipetala",2459
"N","Onagraceae","Oenothera",39,156,"H","Oenothera parviflora var. oakesiana","northern evening primrose","Oenothera oakesiana",2460
"N","Onagraceae","Oenothera",39,156,"H","Gaura coccinea","scarlet gaura","Oenothera suffrutescens",2461
"N","Onagraceae","Oenothera",39,156,"H","","hairy evening-primrose","Oenothera villosa",2462
"N","Onagraceae","Oenothera",39,156,"H","","hairy evening-primrose","Oenothera villosa subsp. strigosa",2463
"N","Onagraceae","Oenothera",39,156,"H","Oenothera biennis var. canescens","hairy evening-primrose","Oenothera villosa subsp. villosa",2464
"N","Onagraceae","Oenothera",39,156,"H","Calylophus serrulatus","toothed evening primrose","Oenothera serrulata",2465
"N","Dryopteridaceae","Onoclea",32,487,"H","Onoclea sensibilis","sensitive fern","Onoclea sensibilis",2466
"N","Boraginaceae","Onosmodium",60,257,"H","Onosmodium molle","false gromwell","Onosmodium molle",2467
"N","Boraginaceae","Onosmodium",60,257,"H","Onosmodium molle var. hispidissimum","false gromwell","Onosmodium molle var. hispidissimum",2468
"N","Boraginaceae","Onosmodium",60,257,"H","Onosmodium molle var. occidentale","false gromwell","Onosmodium molle var. occidentale",2469
"N","Ophioglossaceae","Ophioglossum",37,18,"H","Ophioglossum vulgatum var. pseudopodum","northern adder’s tongue","Ophioglossum pusillum",2470
"N","Cactaceae","Opuntia",102,412,"H,K","Opuntia fragilis","brittle prickly pear","Opuntia fragilis",2471
"N","Cactaceae","Opuntia",102,412,"K","Opuntia humifusa","devil's tongue","Opuntia humifusa",2472
"I","Liliaceae","Ornithogalum",16,962,"H","Ornithogalum umbellatum","star-of-bethlehem","Ornithogalum umbellatum",2473
"N","Orobanchaceae","Orobanche",55,278,"H","Orobanche ludoviciana, Orobanche ludoviciana var. ludoviciana","Louisiana broomrape","Orobanche ludoviciana",2474
"N","Orobanchaceae","Orobanche",55,278,"H","","one-flowered broomrape","Orobanche uniflora subsp. uniflora",2475
"N","Orobanchaceae","Orobanche",55,278,"H","Orobanche fasciculata","clustered broomrape","Orobanche fasciculata",2476
"N","Pyrolaceae","Orthilia",50,963,"H","Pyrola secunda","one-sided pyrola","Orthilia secunda",2477
"N","Orobanchaceae","Orthocarpus",55,2045,"H","Orthocarpus luteus","owl clover","Orthocarpus luteus",2478
"N","Poaceae","Oryzopsis",14,248,"G","Oryzopsis asperifolia","mountain ricegrass","Oryzopsis asperifolia",2479
"N","Apiaceae","Osmorhiza",9,253,"H","Osmorhiza claytonii","Clayton's sweet cicely","Osmorhiza claytonii",2480
"N","Apiaceae","Osmorhiza",9,253,"H","Osmorhiza depauperata","blunt-fruited sweet cicely","Osmorhiza depauperata",2481
"N","Apiaceae","Osmorhiza",9,253,"H","Osmorhiza longistylis","aniseroot","Osmorhiza longistylis",2482
"N","Apiaceae","Osmorhiza",9,253,"H","Osmorhiza chilensis","Chilean sweet cicely","Osmorhiza berteroi",2483
"N","Osmundaceae","Osmunda",103,254,"H","Osmunda regalis var. spectabilis","royal fern","Osmunda regalis var. spectabilis",2484
"N","Osmundaceae","Osmundastrum",103,1136,"H","Osmunda cinnamomea","cinnamon fern","Osmundastrum cinnamomeum",2485
"N","Betulaceae","Ostrya",19,53,"D","Ostrya virginiana","ironwood","Ostrya virginiana",2486
"N","Oxalidaceae","Oxalis",104,54,"H","Oxalis dillenii","southern wood-sorrel","Oxalis dillenii",2487
"N","Oxalidaceae","Oxalis",104,54,"H","Oxalis stricta","yellow wood-sorrel","Oxalis stricta",2488
"N","Oxalidaceae","Oxalis",104,54,"H","Oxalis violacea","violet wood-sorrel","Oxalis violacea",2489
"N","Oxalidaceae","Oxalis",104,54,"H","Oxalis acetosella","white wood-sorrel","Oxalis montana",2490
"N","Apiaceae","Oxypolis",9,606,"H","Oxypolis rigidior","cowbane","Oxypolis rigidior",2491
"N","Fabaceae","Oxytropis",21,2046,"H","Oxytropis viscida","sticky locoweed","Oxytropis borealis var. viscida",2492
"N","Fabaceae","Oxytropis",21,2046,"H","Oxytropis lambertii var. lambertii","Lambert's locoweed","Oxytropis lambertii var. lambertii",2493
"N","Fabaceae","Oxytropis",21,2046,"H","Oxytropis campestris var. chartacea","field locoweed","Oxytropis campestris var. dispar",2494
"N","Asteraceae","Packera",5,25,"H","Senecio aureus","golden ragwort","Packera aurea",2495
"N","Asteraceae","Packera",5,25,"H","Senecio canus","gray ragwort","Packera cana",2496
"N","Asteraceae","Packera",5,25,"H","Senecio pauperculus","balsam ragwort","Packera paupercula",2497
"N","Asteraceae","Packera",5,25,"H","Senecio plattensis","prairie ragwort","Packera plattensis",2498
"N","Asteraceae","Packera",5,25,"H","Senecio pseudaureus, Senecio pseudaureus var. semicordatus","western heart-leaved groundsel","Packera pseudaurea var. semicordata",2499
"N","Asteraceae","Packera",5,25,"H","Senecio indecorus","elegant groundsel","Packera indecora",2500
"N","Araliaceae","Panax",25,180,"H","Panax trifolius","dwarf ginseng","Panax trifolius",2501
"N","Araliaceae","Panax",25,180,"H","Panax quinquefolius","American ginseng","Panax quinquefolius",2502
"N","Poaceae","Panicum",14,208,"G","Panicum capillare","witch grass","Panicum capillare subsp. capillare",2503
"N","Poaceae","Panicum",14,208,"G","Panicum dichotomiflorum","fall panic grass","Panicum dichotomiflorum subsp. dichotomiflorum",2504
"I","Poaceae","Panicum",14,208,"G","Panicum miliaceum","broomcorn millet","Panicum miliaceum subsp. ruderale",2505
"N","Poaceae","Panicum",14,208,"G","Panicum virgatum","switchgrass","Panicum virgatum",2506
"N","Poaceae","Panicum",14,208,"G","","Philadelphia panic grass","Panicum philadelphicum subsp. philadelphicum",2507
"N","Urticaceae","Parietaria",35,967,"H","Parietaria pensylvanica","pellitory","Parietaria pensylvanica",2508
"N","Saxifragaceae","Parnassia",80,588,"H","Parnassia glauca","American grass-of-parnassus","Parnassia glauca",2509
"N","Saxifragaceae","Parnassia",80,588,"H","Parnassia palustris","marsh grass-of-parnassus","Parnassia palustris",2510
"N","Caryophyllaceae","Paronychia",26,968,"H","Paronychia canadensis","Canada forked chickweed","Paronychia canadensis",2511
"N","Caryophyllaceae","Paronychia",26,968,"H","Paronychia fastigiata var. fastigiata","forked chickweed","Paronychia fastigiata var. fastigiata",2512
"N","Asteraceae","Parthenium",5,45,"H","Parthenium integrifolium","wild quinine","Parthenium integrifolium",2513
"N","Vitaceae","Parthenocissus",106,181,"C","Parthenocissus vitacea","woodbine","Parthenocissus vitacea",2514
"N","Vitaceae","Parthenocissus",106,181,"C","Parthenocissus quinquefolia","Virginia creeper","Parthenocissus quinquefolia",2515
"N","Poaceae","Pascopyrum",14,969,"G","Elytrigia smithii","western wheatgrass","Pascopyrum smithii",2516
"N","Poaceae","Paspalum",14,41,"G","Paspalum setaceum var. muhlenbergii","hurrahgrass","Paspalum setaceum var. muhlenbergii",2517
"N","Poaceae","Paspalum",14,41,"G","Paspalum setaceum var. stramineum","yellow sand paspalum","Paspalum setaceum var. stramineum",2518
"N","Poaceae","Paspalum",14,41,"G","Paspalum setaceum","hairy beadgrass","Paspalum setaceum",2519
"I","Apiaceae","Pastinaca",9,556,"H","Pastinaca sativa","wild parsnip","Pastinaca sativa",2520
"N","Scrophulariaceae","Pedicularis",11,262,"H","Pedicularis lanceolata","swamp lousewort","Pedicularis lanceolata",2521
"N","Scrophulariaceae","Pedicularis",11,262,"H","Pedicularis canadensis","wood betony","Pedicularis canadensis",2522
"N","Fabaceae","Pediomelum",21,973,"H","Pediomelum argophyllum","silverleaf scurfpea","Pediomelum argophyllum",2523
"N","Fabaceae","Pediomelum",21,973,"H","Pediomelum esculentum","prairie turnip","Pediomelum esculentum",2524
"N","Fabaceae","Pediomelum",21,973,"H","Psoralidium tenuiflorum","slender-leaved scurfpea","Pediomelum tenuiflorum",2525
"N","Pteridaceae","Pellaea",8,655,"H","Pellaea atropurpurea","purple cliffbrake","Pellaea atropurpurea",2526
"N","Pteridaceae","Pellaea",8,655,"H","","smooth cliffbrake","Pellaea glabella subsp. glabella",2527
"I","Araceae","Peltandra",27,974,"H","Peltandra virginica","green arrow arum","Peltandra virginica",2528
"N","Scrophulariaceae","Penstemon",11,263,"H","Penstemon digitalis","foxglove beard tongue","Penstemon digitalis",2529
"N","Scrophulariaceae","Penstemon",11,263,"H","Penstemon gracilis","slender beard tongue","Penstemon gracilis",2530
"N","Scrophulariaceae","Penstemon",11,263,"H","Penstemon grandiflorus","large-flowered beard tongue","Penstemon grandiflorus",2531
"N","Scrophulariaceae","Penstemon",11,263,"H","Penstemon pallidus","pale beard tongue","Penstemon pallidus",2532
"N","Scrophulariaceae","Penstemon",11,263,"H","Penstemon albidus","white beard tongue","Penstemon albidus",2533
"N","Crassulaceae","Penthorum",107,264,"H","Penthorum sedoides","ditch stonecrop","Penthorum sedoides",2534
"I","Cleomaceae","Peritoma",601,2047,"H","Cleome serrulata","spider-flower","Peritoma serrulata",2535
"N","Polygonaceae","Persicaria",116,219,"F,H","Polygonum amphibium, Polygonum amphibium var. emersum, Polygonum amphibium var. stipulaceum","water smartweed","Persicaria amphibia",2536
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum amphibium var. emersum","longroot smartweed","Persicaria amphibia var. emersa",2537
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum arifolium","halberd-leaved tearthumb","Persicaria arifolia",2538
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum careyi","Carey's smartweed","Persicaria careyi",2539
"I","Polygonaceae","Persicaria",116,219,"H","Polygonum hydropiper","marsh waterpepper","Persicaria hydropiper",2540
"N","Polygonaceae","Persicaria",116,219,"F,H","Polygonum amphibium var. stipulaceum","flanged smartweed","Persicaria amphibia var. stipulacea",2541
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum lapathifolium","nodding smartweed","Persicaria lapathifolia",2542
"I","Polygonaceae","Persicaria",116,219,"H","Polygonum cespitosum var. longisetum","","Persicaria longiseta",2543
"I","Polygonaceae","Persicaria",116,219,"H","Polygonum persicaria","lady's thumb","Persicaria maculosa",2544
"I","Polygonaceae","Persicaria",116,219,"H","","pygmy smartweed","Persicaria minor",2545
"I","Polygonaceae","Persicaria",116,219,"H","Polygonum orientale","prince's feather","Persicaria orientalis",2546
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum pensylvanicum","Pennsylvania smartweed","Persicaria pensylvanica",2547
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum punctatum, Polygonum punctatum var. confertiflorum, Polygonum punctatum var. punctatum","dotted smartweed","Persicaria punctata",2548
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum sagittatum","arrow-leaved tearthumb","Persicaria sagittata",2549
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum virginianum","Virginia knotweed","Persicaria virginiana",2550
"N","Polygonaceae","Persicaria",116,219,"H","Polygonum hydropiperoides","mild waterpepper","Persicaria hydropiperoides",2551
"N","Asteraceae","Petasites",5,977,"H","Petasites frigidus var. palmatus, Petasites sagittatus","sweet coltsfoot","Petasites frigidus",2552
"N","Asteraceae","Petasites",5,977,"H","Petasites frigidus var. palmatus","palmate sweet coltsfoot","Petasites frigidus var. palmatus",2553
"N","Asteraceae","Petasites",5,977,"H","Petasites sagittatus","arrow-leaved sweet coltsfoot","Petasites frigidus var. sagittatus",2554
"N","Asteraceae","Petasites",5,977,"H","Petasites xvitifolius","grape-leaved sweet coltsfoot","Petasites frigidus var. xvitifolius",2555
"I","Caryophyllaceae","Petrorhagia",26,978,"H","Petrorhagia saxifraga","petrorhagia","Petrorhagia saxifraga var. saxifraga",2556
"N","Hydrophyllaceae","Phacelia",70,980,"H","Phacelia franklinii","Franklin's phacelia","Phacelia franklinii",2557
"I","Poaceae","Phalaris",14,558,"G","Phalaris arundinacea","reed canary grass","Phalaris arundinacea",2558
"I","Poaceae","Phalaris",14,558,"G","Phalaris canariensis","birdseed grass","Phalaris canariensis",2559
"I","Crassulaceae","Phedimus",107,982,"H","","orange stonewort","Phedimus aizoon",2560
"I","Crassulaceae","Phedimus",107,982,"H","Sedum spurium","two-row stonecrop","Phedimus spurius",2561
"N","Thelypteridaceae","Phegopteris",135,983,"H","Thelypteris phegopteris","narrow beech fern","Phegopteris connectilis",2562
"N","Thelypteridaceae","Phegopteris",135,983,"H","Thelypteris hexagonoptera","broad beech fern","Phegopteris hexagonoptera",2563
