"occurrenceId","speciesId","siteId","date","inits","note"
47,1140,2,"2025-06-21","MnDNR","from MNTaxa"
48,1139,2,"2025-06-21","MnDNR","from MNTaxa"
49,1141,2,"2025-06-21","MnDNR","from MNTaxa"
50,1144,2,"2025-06-21","MnDNR","from MNTaxa"
51,1145,2,"2025-06-21","MnDNR","from MNTaxa"
52,1146,2,"2025-06-21","MnDNR","from MNTaxa"
53,1149,2,"2025-06-21","MnDNR","from MNTaxa"
54,1156,2,"2025-06-21","MnDNR","from MNTaxa"
55,1169,2,"2025-06-21","MnDNR","from MNTaxa"
56,1174,2,"2025-06-21","MnDNR","from MNTaxa"
57,1171,2,"2025-06-21","MnDNR","from MNTaxa"
58,1172,2,"2025-06-21","MnDNR","from MNTaxa"
59,1173,2,"2025-06-21","MnDNR","from MNTaxa"
60,1176,2,"2025-06-21","MnDNR","from MNTaxa"
61,1177,2,"2025-06-21","MnDNR","from MNTaxa"
62,1190,2,"2025-06-21","MnDNR","from MNTaxa"
63,1180,2,"2025-06-21","MnDNR","from MNTaxa"
64,1181,2,"2025-06-21","MnDNR","from MNTaxa"
65,1182,2,"2025-06-21","MnDNR","from MNTaxa"
66,1186,2,"2025-06-21","MnDNR","from MNTaxa"
67,1188,2,"2025-06-21","MnDNR","from MNTaxa"
68,1189,2,"2025-06-21","MnDNR","from MNTaxa"
69,1191,2,"2025-06-21","MnDNR","from MNTaxa"
70,1206,2,"2025-06-21","MnDNR","from MNTaxa"
71,1196,2,"2025-06-21","MnDNR","from MNTaxa"
72,1198,2,"2025-06-21","MnDNR","from MNTaxa"
73,1200,2,"2025-06-21","MnDNR","from MNTaxa"
74,1201,2,"2025-06-21","MnDNR","from MNTaxa"
75,1207,2,"2025-06-21","MnDNR","from MNTaxa"
76,1221,2,"2025-06-21","MnDNR","from MNTaxa"
77,1223,2,"2025-06-21","MnDNR","from MNTaxa"
78,1224,2,"2025-06-21","MnDNR","from MNTaxa"
79,1226,2,"2025-06-21","MnDNR","from MNTaxa"
80,1228,2,"2025-06-21","MnDNR","from MNTaxa"
81,1234,2,"2025-06-21","MnDNR","from MNTaxa"
82,1231,2,"2025-06-21","MnDNR","from MNTaxa"
83,1236,2,"2025-06-21","MnDNR","from MNTaxa"
84,1243,2,"2025-06-21","MnDNR","from MNTaxa"
85,1254,2,"2025-06-21","MnDNR","from MNTaxa"
86,1256,2,"2025-06-21","MnDNR","from MNTaxa"
87,1257,2,"2025-06-21","MnDNR","from MNTaxa"
88,1275,2,"2025-06-21","MnDNR","from MNTaxa"
89,1278,2,"2025-06-21","MnDNR","from MNTaxa"
90,1276,2,"2025-06-21","MnDNR","from MNTaxa"
91,1277,2,"2025-06-21","MnDNR","from MNTaxa"
92,1286,2,"2025-06-21","MnDNR","from MNTaxa"
93,1287,2,"2025-06-21","MnDNR","from MNTaxa"
94,1288,2,"2025-06-21","MnDNR","from MNTaxa"
95,1290,2,"2025-06-21","MnDNR","from MNTaxa"
96,1300,2,"2025-06-21","MnDNR","from MNTaxa"
97,1302,2,"2025-06-21","MnDNR","from MNTaxa"
98,1306,2,"2025-06-21","MnDNR","from MNTaxa"
99,1307,2,"2025-06-21","MnDNR","from MNTaxa"
100,1315,2,"2025-06-21","MnDNR","from MNTaxa"
101,1317,2,"2025-06-21","MnDNR","from MNTaxa"
102,1328,2,"2025-06-21","MnDNR","from MNTaxa"
103,1332,2,"2025-06-21","MnDNR","from MNTaxa"
104,1336,2,"2025-06-21","MnDNR","from MNTaxa"
105,1341,2,"2025-06-21","MnDNR","from MNTaxa"
106,1338,2,"2025-06-21","MnDNR","from MNTaxa"
107,1342,2,"2025-06-21","MnDNR","from MNTaxa"
108,1346,2,"2025-06-21","MnDNR","from MNTaxa"
109,1355,2,"2025-06-21","MnDNR","from MNTaxa"
110,1353,2,"2025-06-21","MnDNR","from MNTaxa"
111,1356,2,"2025-06-21","MnDNR","from MNTaxa"
112,1357,2,"2025-06-21","MnDNR","from MNTaxa"
113,1358,2,"2025-06-21","MnDNR","from MNTaxa"
114,1360,2,"2025-06-21","MnDNR","from MNTaxa"
115,1361,2,"2025-06-21","MnDNR","from MNTaxa"
116,1362,2,"2025-06-21","MnDNR","from MNTaxa"
117,1363,2,"2025-06-21","MnDNR","from MNTaxa"
118,1381,2,"2025-06-21","MnDNR","from MNTaxa"
119,1369,2,"2025-06-21","MnDNR","from MNTaxa"
120,1377,2,"2025-06-21","MnDNR","from MNTaxa"
121,1379,2,"2025-06-21","MnDNR","from MNTaxa"
122,1391,2,"2025-06-21","MnDNR","from MNTaxa"
123,1393,2,"2025-06-21","MnDNR","from MNTaxa"
124,1394,2,"2025-06-21","MnDNR","from MNTaxa"
125,1397,2,"2025-06-21","MnDNR","from MNTaxa"
126,1400,2,"2025-06-21","MnDNR","from MNTaxa"
127,1405,2,"2025-06-21","MnDNR","from MNTaxa"
128,1406,2,"2025-06-21","MnDNR","from MNTaxa"
129,1407,2,"2025-06-21","MnDNR","from MNTaxa"
130,1418,2,"2025-06-21","MnDNR","from MNTaxa"
131,1419,2,"2025-06-21","MnDNR","from MNTaxa"
132,1420,2,"2025-06-21","MnDNR","from MNTaxa"
133,1502,2,"2025-06-21","MnDNR","from MNTaxa"
134,1423,2,"2025-06-21","MnDNR","from MNTaxa"
135,1426,2,"2025-06-21","MnDNR","from MNTaxa"
136,1429,2,"2025-06-21","MnDNR","from MNTaxa"
137,1431,2,"2025-06-21","MnDNR","from MNTaxa"
138,1434,2,"2025-06-21","MnDNR","from MNTaxa"
139,1436,2,"2025-06-21","MnDNR","from MNTaxa"
140,1437,2,"2025-06-21","MnDNR","from MNTaxa"
141,1452,2,"2025-06-21","MnDNR","from MNTaxa"
142,1453,2,"2025-06-21","MnDNR","from MNTaxa"
143,1455,2,"2025-06-21","MnDNR","from MNTaxa"
144,1458,2,"2025-06-21","MnDNR","from MNTaxa"
145,1462,2,"2025-06-21","MnDNR","from MNTaxa"
146,1468,2,"2025-06-21","MnDNR","from MNTaxa"
147,1471,2,"2025-06-21","MnDNR","from MNTaxa"
148,1474,2,"2025-06-21","MnDNR","from MNTaxa"
149,1476,2,"2025-06-21","MnDNR","from MNTaxa"
150,1481,2,"2025-06-21","MnDNR","from MNTaxa"
151,1483,2,"2025-06-21","MnDNR","from MNTaxa"
152,1487,2,"2025-06-21","MnDNR","from MNTaxa"
153,1488,2,"2025-06-21","MnDNR","from MNTaxa"
154,1498,2,"2025-06-21","MnDNR","from MNTaxa"
155,1507,2,"2025-06-21","MnDNR","from MNTaxa"
156,1509,2,"2025-06-21","MnDNR","from MNTaxa"
157,1511,2,"2025-06-21","MnDNR","from MNTaxa"
158,1514,2,"2025-06-21","MnDNR","from MNTaxa"
159,1515,2,"2025-06-21","MnDNR","from MNTaxa"
160,1516,2,"2025-06-21","MnDNR","from MNTaxa"
161,1527,2,"2025-06-21","MnDNR","from MNTaxa"
162,1529,2,"2025-06-21","MnDNR","from MNTaxa"
163,1533,2,"2025-06-21","MnDNR","from MNTaxa"
164,1537,2,"2025-06-21","MnDNR","from MNTaxa"
165,1559,2,"2025-06-21","MnDNR","from MNTaxa"
166,1554,2,"2025-06-21","MnDNR","from MNTaxa"
167,1557,2,"2025-06-21","MnDNR","from MNTaxa"
168,1567,2,"2025-06-21","MnDNR","from MNTaxa"
169,1564,2,"2025-06-21","MnDNR","from MNTaxa"
170,1568,2,"2025-06-21","MnDNR","from MNTaxa"
171,1570,2,"2025-06-21","MnDNR","from MNTaxa"
172,1571,2,"2025-06-21","MnDNR","from MNTaxa"
173,1573,2,"2025-06-21","MnDNR","from MNTaxa"
174,1575,2,"2025-06-21","MnDNR","from MNTaxa"
175,1580,2,"2025-06-21","MnDNR","from MNTaxa"
176,1577,2,"2025-06-21","MnDNR","from MNTaxa"
177,1579,2,"2025-06-21","MnDNR","from MNTaxa"
178,1581,2,"2025-06-21","MnDNR","from MNTaxa"
179,1586,2,"2025-06-21","MnDNR","from MNTaxa"
180,1590,2,"2025-06-21","MnDNR","from MNTaxa"
181,1591,2,"2025-06-21","MnDNR","from MNTaxa"
182,1592,2,"2025-06-21","MnDNR","from MNTaxa"
183,1601,2,"2025-06-21","MnDNR","from MNTaxa"
184,1602,2,"2025-06-21","MnDNR","from MNTaxa"
185,1608,2,"2025-06-21","MnDNR","from MNTaxa"
186,1610,2,"2025-06-21","MnDNR","from MNTaxa"
187,1615,2,"2025-06-21","MnDNR","from MNTaxa"
188,1618,2,"2025-06-21","MnDNR","from MNTaxa"
189,1619,2,"2025-06-21","MnDNR","from MNTaxa"
190,1621,2,"2025-06-21","MnDNR","from MNTaxa"
191,1622,2,"2025-06-21","MnDNR","from MNTaxa"
192,1627,2,"2025-06-21","MnDNR","from MNTaxa"
193,1626,2,"2025-06-21","MnDNR","from MNTaxa"
194,1631,2,"2025-06-21","MnDNR","from MNTaxa"
195,1639,2,"2025-06-21","MnDNR","from MNTaxa"
196,1642,2,"2025-06-21","MnDNR","from MNTaxa"
197,1650,2,"2025-06-21","MnDNR","from MNTaxa"
198,1651,2,"2025-06-21","MnDNR","from MNTaxa"
199,1657,2,"2025-06-21","MnDNR","from MNTaxa"
200,1670,2,"2025-06-21","MnDNR","from MNTaxa"
201,1679,2,"2025-06-21","MnDNR","from MNTaxa"
202,1693,2,"2025-06-21","MnDNR","from MNTaxa"
203,1694,2,"2025-06-21","MnDNR","from MNTaxa"
204,1695,2,"2025-06-21","MnDNR","from MNTaxa"
205,1696,2,"2025-06-21","MnDNR","from MNTaxa"
206,1697,2,"2025-06-21","MnDNR","from MNTaxa"
207,1712,2,"2025-06-21","MnDNR","from MNTaxa"
208,1707,2,"2025-06-21","MnDNR","from MNTaxa"
209,1710,2,"2025-06-21","MnDNR","from MNTaxa"
210,1713,2,"2025-06-21","MnDNR","from MNTaxa"
211,1719,2,"2025-06-21","MnDNR","from MNTaxa"
212,1727,2,"2025-06-21","MnDNR","from MNTaxa"
213,1730,2,"2025-06-21","MnDNR","from MNTaxa"
214,1738,2,"2025-06-21","MnDNR","from MNTaxa"
215,1739,2,"2025-06-21","MnDNR","from MNTaxa"
216,1757,2,"2025-06-21","MnDNR","from MNTaxa"
217,1747,2,"2025-06-21","MnDNR","from MNTaxa"
218,1750,2,"2025-06-21","MnDNR","from MNTaxa"
219,1751,2,"2025-06-21","MnDNR","from MNTaxa"
220,1759,2,"2025-06-21","MnDNR","from MNTaxa"
221,1774,2,"2025-06-21","MnDNR","from MNTaxa"
222,1780,2,"2025-06-21","MnDNR","from MNTaxa"
223,1790,2,"2025-06-21","MnDNR","from MNTaxa"
224,1793,2,"2025-06-21","MnDNR","from MNTaxa"
225,1794,2,"2025-06-21","MnDNR","from MNTaxa"
226,1809,2,"2025-06-21","MnDNR","from MNTaxa"
227,1810,2,"2025-06-21","MnDNR","from MNTaxa"
228,1811,2,"2025-06-21","MnDNR","from MNTaxa"
229,1815,2,"2025-06-21","MnDNR","from MNTaxa"
230,1846,2,"2025-06-21","MnDNR","from MNTaxa"
231,1833,2,"2025-06-21","MnDNR","from MNTaxa"
232,1841,2,"2025-06-21","MnDNR","from MNTaxa"
233,1847,2,"2025-06-21","MnDNR","from MNTaxa"
234,1851,2,"2025-06-21","MnDNR","from MNTaxa"
235,1852,2,"2025-06-21","MnDNR","from MNTaxa"
236,1864,2,"2025-06-21","MnDNR","from MNTaxa"
237,1854,2,"2025-06-21","MnDNR","from MNTaxa"
238,1856,2,"2025-06-21","MnDNR","from MNTaxa"
239,1859,2,"2025-06-21","MnDNR","from MNTaxa"
240,1860,2,"2025-06-21","MnDNR","from MNTaxa"
241,1872,2,"2025-06-21","MnDNR","from MNTaxa"
242,1869,2,"2025-06-21","MnDNR","from MNTaxa"
243,1871,2,"2025-06-21","MnDNR","from MNTaxa"
244,1873,2,"2025-06-21","MnDNR","from MNTaxa"
245,1878,2,"2025-06-21","MnDNR","from MNTaxa"
246,1879,2,"2025-06-21","MnDNR","from MNTaxa"
247,1880,2,"2025-06-21","MnDNR","from MNTaxa"
248,1881,2,"2025-06-21","MnDNR","from MNTaxa"
249,1882,2,"2025-06-21","MnDNR","from MNTaxa"
250,1883,2,"2025-06-21","MnDNR","from MNTaxa"
251,1904,2,"2025-06-21","MnDNR","from MNTaxa"
252,1913,2,"2025-06-21","MnDNR","from MNTaxa"
253,1910,2,"2025-06-21","MnDNR","from MNTaxa"
254,1916,2,"2025-06-21","MnDNR","from MNTaxa"
255,1917,2,"2025-06-21","MnDNR","from MNTaxa"
256,1918,2,"2025-06-21","MnDNR","from MNTaxa"
257,1927,2,"2025-06-21","MnDNR","from MNTaxa"
258,1929,2,"2025-06-21","MnDNR","from MNTaxa"
259,1936,2,"2025-06-21","MnDNR","from MNTaxa"
260,1944,2,"2025-06-21","MnDNR","from MNTaxa"
261,1943,2,"2025-06-21","MnDNR","from MNTaxa"
262,1948,2,"2025-06-21","MnDNR","from MNTaxa"
263,1952,2,"2025-06-21","MnDNR","from MNTaxa"
264,1960,2,"2025-06-21","MnDNR","from MNTaxa"
265,1961,2,"2025-06-21","MnDNR","from MNTaxa"
266,1971,2,"2025-06-21","MnDNR","from MNTaxa"
267,1977,2,"2025-06-21","MnDNR","from MNTaxa"
268,1982,2,"2025-06-21","MnDNR","from MNTaxa"
269,1983,2,"2025-06-21","MnDNR","from MNTaxa"
270,1988,2,"2025-06-21","MnDNR","from MNTaxa"
271,1989,2,"2025-06-21","MnDNR","from MNTaxa"
272,1993,2,"2025-06-21","MnDNR","from MNTaxa"
273,1997,2,"2025-06-21","MnDNR","from MNTaxa"
274,2002,2,"2025-06-21","MnDNR","from MNTaxa"
275,1999,2,"2025-06-21","MnDNR","from MNTaxa"
276,2000,2,"2025-06-21","MnDNR","from MNTaxa"
277,2003,2,"2025-06-21","MnDNR","from MNTaxa"
278,2008,2,"2025-06-21","MnDNR","from MNTaxa"
279,2009,2,"2025-06-21","MnDNR","from MNTaxa"
280,2022,2,"2025-06-21","MnDNR","from MNTaxa"
281,2019,2,"2025-06-21","MnDNR","from MNTaxa"
282,2033,2,"2025-06-21","MnDNR","from MNTaxa"
283,2031,2,"2025-06-21","MnDNR","from MNTaxa"
284,2034,2,"2025-06-21","MnDNR","from MNTaxa"
285,2035,2,"2025-06-21","MnDNR","from MNTaxa"
286,2037,2,"2025-06-21","MnDNR","from MNTaxa"
287,2038,2,"2025-06-21","MnDNR","from MNTaxa"
288,2044,2,"2025-06-21","MnDNR","from MNTaxa"
289,2046,2,"2025-06-21","MnDNR","from MNTaxa"
290,2048,2,"2025-06-21","MnDNR","from MNTaxa"
291,2060,2,"2025-06-21","MnDNR","from MNTaxa"
292,2065,2,"2025-06-21","MnDNR","from MNTaxa"
293,2072,2,"2025-06-21","MnDNR","from MNTaxa"
294,2074,2,"2025-06-21","MnDNR","from MNTaxa"
295,2075,2,"2025-06-21","MnDNR","from MNTaxa"
296,2076,2,"2025-06-21","MnDNR","from MNTaxa"
297,2083,2,"2025-06-21","MnDNR","from MNTaxa"
298,2080,2,"2025-06-21","MnDNR","from MNTaxa"
299,2087,2,"2025-06-21","MnDNR","from MNTaxa"
300,2089,2,"2025-06-21","MnDNR","from MNTaxa"
301,2090,2,"2025-06-21","MnDNR","from MNTaxa"
302,2091,2,"2025-06-21","MnDNR","from MNTaxa"
303,2093,2,"2025-06-21","MnDNR","from MNTaxa"
304,2094,2,"2025-06-21","MnDNR","from MNTaxa"
305,2101,2,"2025-06-21","MnDNR","from MNTaxa"
306,2102,2,"2025-06-21","MnDNR","from MNTaxa"
307,2106,2,"2025-06-21","MnDNR","from MNTaxa"
308,2110,2,"2025-06-21","MnDNR","from MNTaxa"
309,2114,2,"2025-06-21","MnDNR","from MNTaxa"
310,2118,2,"2025-06-21","MnDNR","from MNTaxa"
311,2120,2,"2025-06-21","MnDNR","from MNTaxa"
312,2121,2,"2025-06-21","MnDNR","from MNTaxa"
313,2137,2,"2025-06-21","MnDNR","from MNTaxa"
314,2139,2,"2025-06-21","MnDNR","from MNTaxa"
315,2148,2,"2025-06-21","MnDNR","from MNTaxa"
316,2150,2,"2025-06-21","MnDNR","from MNTaxa"
317,2156,2,"2025-06-21","MnDNR","from MNTaxa"
318,2158,2,"2025-06-21","MnDNR","from MNTaxa"
319,2168,2,"2025-06-21","MnDNR","from MNTaxa"
320,2170,2,"2025-06-21","MnDNR","from MNTaxa"
321,2176,2,"2025-06-21","MnDNR","from MNTaxa"
322,2181,2,"2025-06-21","MnDNR","from MNTaxa"
323,2184,2,"2025-06-21","MnDNR","from MNTaxa"
324,2189,2,"2025-06-21","MnDNR","from MNTaxa"
325,2194,2,"2025-06-21","MnDNR","from MNTaxa"
326,2196,2,"2025-06-21","MnDNR","from MNTaxa"
327,2200,2,"2025-06-21","MnDNR","from MNTaxa"
328,2202,2,"2025-06-21","MnDNR","from MNTaxa"
329,2203,2,"2025-06-21","MnDNR","from MNTaxa"
330,2209,2,"2025-06-21","MnDNR","from MNTaxa"
331,2210,2,"2025-06-21","MnDNR","from MNTaxa"
332,2213,2,"2025-06-21","MnDNR","from MNTaxa"
333,2215,2,"2025-06-21","MnDNR","from MNTaxa"
334,2216,2,"2025-06-21","MnDNR","from MNTaxa"
335,2219,2,"2025-06-21","MnDNR","from MNTaxa"
336,2225,2,"2025-06-21","MnDNR","from MNTaxa"
337,2229,2,"2025-06-21","MnDNR","from MNTaxa"
338,2231,2,"2025-06-21","MnDNR","from MNTaxa"
339,2235,2,"2025-06-21","MnDNR","from MNTaxa"
340,2245,2,"2025-06-21","MnDNR","from MNTaxa"
341,2249,2,"2025-06-21","MnDNR","from MNTaxa"
342,2250,2,"2025-06-21","MnDNR","from MNTaxa"
343,2251,2,"2025-06-21","MnDNR","from MNTaxa"
344,2252,2,"2025-06-21","MnDNR","from MNTaxa"
345,2254,2,"2025-06-21","MnDNR","from MNTaxa"
346,2255,2,"2025-06-21","MnDNR","from MNTaxa"
347,2261,2,"2025-06-21","MnDNR","from MNTaxa"
348,2268,2,"2025-06-21","MnDNR","from MNTaxa"
349,2267,2,"2025-06-21","MnDNR","from MNTaxa"
350,2270,2,"2025-06-21","MnDNR","from MNTaxa"
351,2277,2,"2025-06-21","MnDNR","from MNTaxa"
352,2275,2,"2025-06-21","MnDNR","from MNTaxa"
353,2286,2,"2025-06-21","MnDNR","from MNTaxa"
354,2283,2,"2025-06-21","MnDNR","from MNTaxa"
355,2285,2,"2025-06-21","MnDNR","from MNTaxa"
356,2299,2,"2025-06-21","MnDNR","from MNTaxa"
357,2298,2,"2025-06-21","MnDNR","from MNTaxa"
358,2302,2,"2025-06-21","MnDNR","from MNTaxa"
359,2303,2,"2025-06-21","MnDNR","from MNTaxa"
360,2305,2,"2025-06-21","MnDNR","from MNTaxa"
361,2310,2,"2025-06-21","MnDNR","from MNTaxa"
362,2318,2,"2025-06-21","MnDNR","from MNTaxa"
363,2322,2,"2025-06-21","MnDNR","from MNTaxa"
364,2319,2,"2025-06-21","MnDNR","from MNTaxa"
365,2323,2,"2025-06-21","MnDNR","from MNTaxa"
366,2324,2,"2025-06-21","MnDNR","from MNTaxa"
367,2331,2,"2025-06-21","MnDNR","from MNTaxa"
368,2338,2,"2025-06-21","MnDNR","from MNTaxa"
369,2339,2,"2025-06-21","MnDNR","from MNTaxa"
370,2341,2,"2025-06-21","MnDNR","from MNTaxa"
371,2340,2,"2025-06-21","MnDNR","from MNTaxa"
372,2351,2,"2025-06-21","MnDNR","from MNTaxa"
373,2352,2,"2025-06-21","MnDNR","from MNTaxa"
374,2356,2,"2025-06-21","MnDNR","from MNTaxa"
375,2353,2,"2025-06-21","MnDNR","from MNTaxa"
376,2361,2,"2025-06-21","MnDNR","from MNTaxa"
377,2362,2,"2025-06-21","MnDNR","from MNTaxa"
378,2364,2,"2025-06-21","MnDNR","from MNTaxa"
379,2367,2,"2025-06-21","MnDNR","from MNTaxa"
380,2373,2,"2025-06-21","MnDNR","from MNTaxa"
381,2375,2,"2025-06-21","MnDNR","from MNTaxa"
382,2376,2,"2025-06-21","MnDNR","from MNTaxa"
383,2381,2,"2025-06-21","MnDNR","from MNTaxa"
384,2380,2,"2025-06-21","MnDNR","from MNTaxa"
385,2382,2,"2025-06-21","MnDNR","from MNTaxa"
386,2388,2,"2025-06-21","MnDNR","from MNTaxa"
387,2389,2,"2025-06-21","MnDNR","from MNTaxa"
388,2396,2,"2025-06-21","MnDNR","from MNTaxa"
389,2398,2,"2025-06-21","MnDNR","from MNTaxa"
390,2403,2,"2025-06-21","MnDNR","from MNTaxa"
391,2402,2,"2025-06-21","MnDNR","from MNTaxa"
392,2407,2,"2025-06-21","MnDNR","from MNTaxa"
393,2408,2,"2025-06-21","MnDNR","from MNTaxa"
394,2424,2,"2025-06-21","MnDNR","from MNTaxa"
395,2423,2,"2025-06-21","MnDNR","from MNTaxa"
396,2429,2,"2025-06-21","MnDNR","from MNTaxa"
397,2427,2,"2025-06-21","MnDNR","from MNTaxa"
398,2428,2,"2025-06-21","MnDNR","from MNTaxa"
399,2432,2,"2025-06-21","MnDNR","from MNTaxa"
400,2430,2,"2025-06-21","MnDNR","from MNTaxa"
401,2434,2,"2025-06-21","MnDNR","from MNTaxa"
402,2439,2,"2025-06-21","MnDNR","from MNTaxa"
403,2441,2,"2025-06-21","MnDNR","from MNTaxa"
404,2444,2,"2025-06-21","MnDNR","from MNTaxa"
405,2451,2,"2025-06-21","MnDNR","from MNTaxa"
406,2465,2,"2025-06-21","MnDNR","from MNTaxa"
407,2461,2,"2025-06-21","MnDNR","from MNTaxa"
408,2462,2,"2025-06-21","MnDNR","from MNTaxa"
409,2464,2,"2025-06-21","MnDNR","from MNTaxa"
410,2466,2,"2025-06-21","MnDNR","from MNTaxa"
411,2474,2,"2025-06-21","MnDNR","from MNTaxa"
412,2477,2,"2025-06-21","MnDNR","from MNTaxa"
413,2479,2,"2025-06-21","MnDNR","from MNTaxa"
414,2480,2,"2025-06-21","MnDNR","from MNTaxa"
415,2482,2,"2025-06-21","MnDNR","from MNTaxa"
416,2485,2,"2025-06-21","MnDNR","from MNTaxa"
417,2486,2,"2025-06-21","MnDNR","from MNTaxa"
418,2487,2,"2025-06-21","MnDNR","from MNTaxa"
419,2488,2,"2025-06-21","MnDNR","from MNTaxa"
420,2489,2,"2025-06-21","MnDNR","from MNTaxa"
421,2493,2,"2025-06-21","MnDNR","from MNTaxa"
422,2497,2,"2025-06-21","MnDNR","from MNTaxa"
423,2498,2,"2025-06-21","MnDNR","from MNTaxa"
424,2499,2,"2025-06-21","MnDNR","from MNTaxa"
425,2502,2,"2025-06-21","MnDNR","from MNTaxa"
426,2503,2,"2025-06-21","MnDNR","from MNTaxa"
427,2506,2,"2025-06-21","MnDNR","from MNTaxa"
428,2509,2,"2025-06-21","MnDNR","from MNTaxa"
429,2514,2,"2025-06-21","MnDNR","from MNTaxa"
430,2520,2,"2025-06-21","MnDNR","from MNTaxa"
431,2522,2,"2025-06-21","MnDNR","from MNTaxa"
432,2521,2,"2025-06-21","MnDNR","from MNTaxa"
433,2523,2,"2025-06-21","MnDNR","from MNTaxa"
434,2524,2,"2025-06-21","MnDNR","from MNTaxa"
435,2533,2,"2025-06-21","MnDNR","from MNTaxa"
436,2530,2,"2025-06-21","MnDNR","from MNTaxa"
437,2531,2,"2025-06-21","MnDNR","from MNTaxa"
438,2536,2,"2025-06-21","MnDNR","from MNTaxa"
439,2537,2,"2025-06-21","MnDNR","from MNTaxa"
440,2541,2,"2025-06-21","MnDNR","from MNTaxa"
441,2542,2,"2025-06-21","MnDNR","from MNTaxa"
442,2558,2,"2025-06-21","MnDNR","from MNTaxa"
443,2567,2,"2025-06-21","MnDNR","from MNTaxa"
444,2570,2,"2025-06-21","MnDNR","from MNTaxa"
445,2573,2,"2025-06-21","MnDNR","from MNTaxa"
446,2575,2,"2025-06-21","MnDNR","from MNTaxa"
447,2576,2,"2025-06-21","MnDNR","from MNTaxa"
448,2581,2,"2025-06-21","MnDNR","from MNTaxa"
449,2582,2,"2025-06-21","MnDNR","from MNTaxa"
450,2588,2,"2025-06-21","MnDNR","from MNTaxa"
451,2587,2,"2025-06-21","MnDNR","from MNTaxa"
452,2591,2,"2025-06-21","MnDNR","from MNTaxa"
453,2598,2,"2025-06-21","MnDNR","from MNTaxa"
454,2605,2,"2025-06-21","MnDNR","from MNTaxa"
455,2612,2,"2025-06-21","MnDNR","from MNTaxa"
456,2618,2,"2025-06-21","MnDNR","from MNTaxa"
457,2620,2,"2025-06-21","MnDNR","from MNTaxa"
458,2632,2,"2025-06-21","MnDNR","from MNTaxa"
459,2633,2,"2025-06-21","MnDNR","from MNTaxa"
460,2635,2,"2025-06-21","MnDNR","from MNTaxa"
461,2644,2,"2025-06-21","MnDNR","from MNTaxa"
462,2653,2,"2025-06-21","MnDNR","from MNTaxa"
463,2654,2,"2025-06-21","MnDNR","from MNTaxa"
464,2657,2,"2025-06-21","MnDNR","from MNTaxa"
465,2658,2,"2025-06-21","MnDNR","from MNTaxa"
