"genus_id","genus","family_id","family"
"798","Dichondra","40","Convolvulaceae"
"799","Dicliptera","126","Acanthaceae"
"800","Didiplis","61","Lythraceae"
"485","Diervilla","62","Caprifoliaceae"
"532","Digitaria","14","Poaceae"
"801","Dioclea","21","Fabaceae"
"802","Diodia","47","Rubiaceae"
"504","Dioscorea","63","Dioscoreaceae"
"803","Diospyros","152","Ebenaceae"
"1145","Diphasiastrum","94","Lycopodiaceae"
"804","Diplazium","32","Dryopteridaceae"
"805","Diplotaxis","18","Brassicaceae"
"378","Dipsacus","64","Dipsacaceae"
"496","Dirca","65","Thymelaeaceae"
"806","Distichlis","14","Poaceae"
"136","Dodecatheon","66","Primulaceae"
"478","Doellingeria","5","Asteraceae"
"137","Draba","18","Brassicaceae"
"807","Dracocephalum","12","Lamiaceae"
"808","Dracopis","5","Asteraceae"
"337","Drosera","67","Droseraceae"
"1105","Drymocallis","13","Rosaceae"
"138","Dryopteris","32","Dryopteridaceae"
"380","Duchesnea","13","Rosaceae"
"339","Dulichium","36","Cyperaceae"
"809","Dysphania","49","Chenopodiaceae"
"810","Dyssodia","5","Asteraceae"
"294","Echinacea","5","Asteraceae"
"425","Echinochloa","14","Poaceae"
"528","Echinocystis","68","Cucurbitaceae"
"577","Echinodorus","17","Alismataceae"
"811","Echinops","5","Asteraceae"
"533","Echium","60","Boraginaceae"
"812","Eclipta","5","Asteraceae"
"813","Egeria","71","Hydrocharitaceae"
"814","Eichhornia","79","Pontederiaceae"
"379","Elaeagnus","69","Elaeagnaceae"
"815","Elatine","153","Elatinaceae"
"172","Eleocharis","36","Cyperaceae"
"816","Elephantopus","5","Asteraceae"
"817","Eleusine","14","Poaceae"
"621","Ellisia","70","Hydrophyllaceae"
"374","Elodea","71","Hydrocharitaceae"
"177","Elymus","14","Poaceae"
"368","Elytrigia","14","Poaceae"
"818","Enemion","7","Ranunculaceae"
"178","Epifagus","55","Orobanchaceae"
"597","Epigaea","22","Ericaceae"
"173","Epilobium","39","Onagraceae"
"369","Epipactis","23","Orchidaceae"
"174","Equisetum","72","Equisetaceae"
"256","Eragrostis","14","Poaceae"
"819","Eranthis","7","Ranunculaceae"
"295","Erechtites","5","Asteraceae"
"598","Erigenia","9","Apiaceae"
"5","Erigeron","5","Asteraceae"
"381","Eriochloa","14","Poaceae"
"820","Eriogonum","116","Polygonaceae"
"176","Eriophorum","36","Cyperaceae"
"821","Erodium","76","Geraniaceae"
"822","Eruca","18","Brassicaceae"
"823","Erucastrum","18","Brassicaceae"
"356","Eryngium","9","Apiaceae"
"824","Erysimum","18","Brassicaceae"
"1113","Erythranthe","11","Scrophulariaceae"
"175","Erythronium","16","Liliaceae"
"825","Eschscholzia","127","Papaveraceae"
"826","Escobaria","102","Cactaceae"
"280","Euonymus","45","Celastraceae"
"310","Eupatorium","5","Asteraceae"
"139","Euphorbia","3","Euphorbiaceae"
"827","Euphrasia","11","Scrophulariaceae"
"311","Eurybia","5","Asteraceae"
"140","Euthamia","5","Asteraceae"
"23","Eutrochium","5","Asteraceae"
"828","Evolvulus","40","Convolvulaceae"
"829","Fagopyrum","116","Polygonaceae"
"416","Fagus","73","Fagaceae"
"830","Falcaria","9","Apiaceae"
"56","Festuca","14","Poaceae"
"610","Filipendula","13","Rosaceae"
"141","Fimbristylis","36","Cyperaceae"
"831","Fissidens","154","Fissidentaceae"
"832","Fleischmannia","5","Asteraceae"
"142","Floerkea","74","Limnanthaceae"
"833","Foeniculum","9","Apiaceae"
"834","Forestiera","75","Oleaceae"
"191","Forsythia","75","Oleaceae"
"143","Fragaria","13","Rosaceae"
"197","Frangula","44","Rhamnaceae"
"449","Frasera","33","Gentianaceae"
"65","Fraxinus","75","Oleaceae"
"543","Froelichia","20","Amaranthaceae"
"835","Fuirena","36","Cyperaceae"
"836","Fumaria","57","Fumariaceae"
"837","Gaillardia","5","Asteraceae"
"838","Galactia","21","Fabaceae"
"634","Galearis","23","Orchidaceae"
"839","Galeopsis","12","Lamiaceae"
"840","Galinsoga","5","Asteraceae"
"144","Galium","47","Rubiaceae"
"841","Gamochaeta","5","Asteraceae"
"542","Gaultheria","22","Ericaceae"
"384","Gaura","39","Onagraceae"
"589","Gaylussacia","22","Ericaceae"
"312","Gentiana","33","Gentianaceae"
"220","Gentianella","33","Gentianaceae"
"474","Gentianopsis","33","Gentianaceae"
"371","Geranium","76","Geraniaceae"
"483","Gerardia","11","Scrophulariaceae"
"282","Geum","13","Rosaceae"
"842","Gilia","109","Polemoniaceae"
"843","Gillenia","13","Rosaceae"
"844","Gladiolus","58","Iridaceae"
"845","Glandularia","92","Verbenaceae"
"617","Glechoma","12","Lamiaceae"
"288","Gleditsia","21","Fabaceae"
"385","Glyceria","14","Poaceae"
"846","Glycine","21","Fabaceae"
"847","Glycyrrhiza","21","Fabaceae"
"386","Gnaphalium","5","Asteraceae"
"611","Goodyera","23","Orchidaceae"
"848","Gossypium","2","Malvaceae"
"157","Gratiola","11","Scrophulariaceae"
"849","Grindelia","5","Asteraceae"
"850","Guizotia","5","Asteraceae"
"851","Gutierrezia","5","Asteraceae"
"852","Gymnocarpium","32","Dryopteridaceae"
"383","Gymnocladus","21","Fabaceae"
"853","Gymnopogon","14","Poaceae"
"854","Gypsophila","26","Caryophyllaceae"
"475","Hackelia","60","Boraginaceae"
"855","Halenia","33","Gentianaceae"
"856","Halesia","173","Styracaceae"
"289","Hamamelis","77","Hamamelidaceae"
"857","Hasteola","5","Asteraceae"
"145","Hedeoma","12","Lamiaceae"
"51","Hedera","25","Araliaceae"
"1130","Hedyotis","47","Rubiaceae"
"1112","Helanthium","17","Alismataceae"
"146","Helenium","5","Asteraceae"
"147","Helianthemum","78","Cistaceae"
"148","Helianthus","5","Asteraceae"
"361","Heliopsis","5","Asteraceae"
"858","Heliotropium","60","Boraginaceae"
"859","Helleborus","7","Ranunculaceae"
"52","Hemerocallis","16","Liliaceae"
"428","Hemicarpha","36","Cyperaceae"
"1","Hepatica","7","Ranunculaceae"
"618","Heracleum","9","Apiaceae"
"544","Hesperis","18","Brassicaceae"
"129","Hesperostipa","14","Poaceae"
"429","Heteranthera","79","Pontederiaceae"
"860","Heterotheca","5","Asteraceae"
"130","Heuchera","80","Saxifragaceae"
"643","Hexalectris","23","Orchidaceae"
"861","Hibiscus","2","Malvaceae"
"29","Hieracium","5","Asteraceae"
"319","Hierochloe","14","Poaceae"
"862","Hippuris","155","Hippuridaceae"
"863","Holcus","14","Poaceae"
"864","Holosteum","26","Caryophyllaceae"
"545","Hordeum","14","Poaceae"
"387","Hosta","16","Liliaceae"
"865","Hottonia","66","Primulaceae"
"324","Houstonia","47","Rubiaceae"
"599","Hudsonia","78","Cistaceae"
"866","Humulus","151","Cannabaceae"
"635","Huperzia","94","Lycopodiaceae"
"600","Hybanthus","81","Violaceae"
"867","Hydrangea","108","Hydrangeaceae"
"623","Hydrastis","7","Ranunculaceae"
"868","Hydrocotyle","9","Apiaceae"
"640","Hydrolea","70","Hydrophyllaceae"
"12","Hydrophyllum","70","Hydrophyllaceae"
"420","Hylodesmum","21","Fabaceae"
"649","Hylotelephium","107","Crassulaceae"
"869","Hymenocallis","16","Liliaceae"
"240","Hymenopappus","5","Asteraceae"
"870","Hyoscyamus","110","Solanaceae"
"96","Hypericum","185","Hypericaceae"
"871","Hypochaeris","5","Asteraceae"
"1146","Hypopitys","22","Ericaceae"
"430","Hypoxis","16","Liliaceae"
"431","Hystrix","14","Poaceae"
"200","Ilex","83","Aquifoliaceae"
"603","Iliamna","2","Malvaceae"
"313","Impatiens","84","Balsaminaceae"
"872","Inula","5","Asteraceae"
"612","Iodanthus","18","Brassicaceae"
"873","Ionactis","5","Asteraceae"
"388","Ipomoea","40","Convolvulaceae"
"874","Ipomopsis","109","Polemoniaceae"
"875","Iresine","20","Amaranthaceae"
"367","Iris","58","Iridaceae"
"394","Isanthus","12","Lamiaceae"
"876","Isatis","18","Brassicaceae"
"613","Isoetes","85","Isoetaceae"
"877","Isolepis","36","Cyperaceae"
"395","Isopyrum","7","Ranunculaceae"
"657","Isotria","23","Orchidaceae"
"878","Itea","125","Grossulariaceae"
"879","Iva","5","Asteraceae"
"880","Jacquemontia","40","Convolvulaceae"
"614","Jeffersonia","34","Berberidaceae"
"64","Juglans","42","Juglandaceae"
"50","Juncus","86","Juncaceae"
"63","Juniperus","87","Cupressaceae"
"881","Justicia","126","Acanthaceae"
"882","Kallstroemia","178","Zygophyllaceae"
"883","Kerria","13","Rosaceae"
"884","Kickxia","11","Scrophulariaceae"
"885","Knautia","64","Dipsacaceae"
"432","Koeleria","14","Poaceae"
"886","Koelreuteria","169","Sapindaceae"
"433","Krigia","5","Asteraceae"
"460","Kuhnia","5","Asteraceae"
"887","Kummerowia","21","Fabaceae"
"888","Kyllinga","36","Cyperaceae"
"325","Lactuca","5","Asteraceae"
"889","Lagenaria","68","Cucurbitaceae"
"1106","Lamiastrum","12","Lamiaceae"
"890","Lamium","12","Lamiaceae"
"891","Landoltia","89","Lemnaceae"
"326","Laportea","35","Urticaceae"
"892","Lappula","60","Boraginaceae"
"893","Lapsana","5","Asteraceae"
"290","Larix","88","Pinaceae"
"184","Lathyrus","21","Fabaceae"
"26","Lechea","78","Cistaceae"
"327","Leersia","14","Poaceae"
"35","Lemna","89","Lemnaceae"
"894","Leontodon","5","Asteraceae"
"373","Leonurus","12","Lamiaceae"
"389","Lepidium","18","Brassicaceae"
"895","Leptochloa","14","Poaceae"
"307","Lespedeza","21","Fabaceae"
"896","Lesquerella","18","Brassicaceae"
"291","Leucanthemum","5","Asteraceae"
"897","Leucojum","16","Liliaceae"
"898","Leucospora","11","Scrophulariaceae"
"546","Leymus","14","Poaceae"
"62","Liatris","5","Asteraceae"
"390","Ligustrum","75","Oleaceae"
"300","Lilium","16","Liliaceae"
"899","Limnobium","71","Hydrocharitaceae"
"900","Limnosciadium","9","Apiaceae"
"548","Linaria","11","Scrophulariaceae"
"547","Lindera","90","Lauraceae"
"301","Lindernia","11","Scrophulariaceae"
"901","Linnaea","62","Caprifoliaceae"
"302","Linum","91","Linaceae"
"303","Liparis","23","Orchidaceae"
"304","Lipocarpha","36","Cyperaceae"
"506","Lippia","92","Verbenaceae"
"902","Liquidambar","77","Hamamelidaceae"
"491","Liriodendron","93","Magnoliaceae"
"903","Liriope","16","Liliaceae"
"78","Lithospermum","60","Boraginaceae"
"305","Lobelia","41","Campanulaceae"
"904","Lobularia","18","Brassicaceae"
"549","Lolium","14","Poaceae"
"179","Lonicera","62","Caprifoliaceae"
"400","Lotus","21","Fabaceae"
"450","Ludwigia","39","Onagraceae"
"905","Luffa","68","Cucurbitaceae"
"906","Lunaria","18","Brassicaceae"
"596","Lupinus","21","Fabaceae"
"451","Luzula","86","Juncaceae"
"391","Lychnis","26","Caryophyllaceae"
"907","Lycium","110","Solanaceae"
"908","Lycopodiella","94","Lycopodiaceae"
"306","Lycopodium","94","Lycopodiaceae"
"452","Lycopus","12","Lamiaceae"
"909","Lycoris","16","Liliaceae"
"283","Lysimachia","66","Primulaceae"
"401","Lythrum","61","Lythraceae"
"910","Machaeranthera","5","Asteraceae"
"911","Macleaya","127","Papaveraceae"
"550","Maclura","95","Moraceae"
"912","Magnolia","93","Magnoliaceae"
"79","Maianthemum","16","Liliaceae"
"913","Malaxis","23","Orchidaceae"
"914","Malcolmia","18","Brassicaceae"
"48","Malus","13","Rosaceae"
"915","Malva","2","Malvaceae"
"486","Malvastrum","2","Malvaceae"
"916","Manfreda","142","Agavaceae"
"917","Marrubium","12","Lamiaceae"
"918","Marsilea","161","Marsileaceae"
"919","Matelea","24","Apocynaceae"
"920","Matricaria","5","Asteraceae"
"619","Matteuccia","32","Dryopteridaceae"
"921","Matthiola","18","Brassicaceae"
"922","Mazus","11","Scrophulariaceae"
"923","Mecardonia","11","Scrophulariaceae"
"376","Medeola","16","Liliaceae"
"393","Medicago","21","Fabaceae"
"924","Meehania","12","Lamiaceae"
"626","Megalodonta","5","Asteraceae"
"436","Melampyrum","11","Scrophulariaceae"
"652","Melanthera","5","Asteraceae"
"582","Melanthium","16","Liliaceae"
"925","Melica","14","Poaceae"
"72","Melilotus","21","Fabaceae"
"926","Melissa","12","Lamiaceae"
"927","Melochia","172","Sterculiaceae"
"648","Melothria","68","Cucurbitaceae"
"340","Menispermum","96","Menispermaceae"
"228","Mentha","12","Lamiaceae"
"928","Mentzelia","158","Loasaceae"
"437","Menyanthes","97","Menyanthaceae"
"929","Mercurialis","3","Euphorbiaceae"
"438","Mertensia","60","Boraginaceae"
"1093","Micranthes","80","Saxifragaceae"
"930","Microstegium","14","Poaceae"
"931","Microsteris","109","Polemoniaceae"
"932","Microthlaspi","18","Brassicaceae"
"933","Mikania","5","Asteraceae"
"934","Milium","14","Poaceae"
"935","Mimosa","21","Fabaceae"
"439","Mimulus","11","Scrophulariaceae"
"205","Minuartia","26","Caryophyllaceae"
"440","Mirabilis","98","Nyctaginaceae"
"551","Miscanthus","14","Poaceae"
"936","Misopates","11","Scrophulariaceae"
"512","Mitchella","47","Rubiaceae"
"3","Mitella","80","Saxifragaceae"
"937","Moehringia","26","Caryophyllaceae"
"938","Moenchia","26","Caryophyllaceae"
"939","Mollugo","162","Molluginaceae"
"239","Monarda","12","Lamiaceae"
"940","Monolepis","49","Chenopodiaceae"
"467","Monotropa","99","Monotropaceae"
"49","Morus","95","Moraceae"
"336","Muhlenbergia","14","Poaceae"
"515","Muscari","16","Liliaceae"
"552","Myosotis","60","Boraginaceae"
"553","Myosoton","26","Caryophyllaceae"
"941","Myosurus","7","Ranunculaceae"
"153","Myriophyllum","100","Haloragaceae"
"658","Myriopteris","8","Pteridaceae"
"537","Myrrhis","9","Apiaceae"
"1143","Nabalus","5","Asteraceae"
"942","Najas","163","Najadaceae"
"276","Napaea","2","Malvaceae"
"554","Narcissus","16","Liliaceae"
"943","Nassella","14","Poaceae"
"555","Nasturtium","18","Brassicaceae"
"944","Neeragrostis","14","Poaceae"
"945","Nekemias","106","Vitaceae"
"946","Nelumbo","164","Nelumbonaceae"
"653","Nemophila","70","Hydrophyllaceae"
"947","Neobeckia","18","Brassicaceae"
"1125","Neottia","23","Orchidaceae"
"112","Nepeta","12","Lamiaceae"
"948","Neslia","18","Brassicaceae"
"949","Nicandra","110","Solanaceae"
"950","Nicotiana","110","Solanaceae"
"951","Nigella","7","Ranunculaceae"
"392","Nostoc","182","Nostocaceae"
"952","Nothocalais","5","Asteraceae"
"953","Nothoscordum","16","Liliaceae"
"154","Nuphar","101","Nymphaeaceae"
"954","Nuttallanthus","11","Scrophulariaceae"
"155","Nymphaea","101","Nymphaeaceae"
"955","Nymphoides","97","Menyanthaceae"
"492","Nyssa","56","Cornaceae"
"956","Obolaria","33","Gentianaceae"
"957","Ocimum","12","Lamiaceae"
"156","Oenothera","39","Onagraceae"
"1126","Oldenlandia","47","Rubiaceae"
"218","Oligoneuron","5","Asteraceae"
"958","Onobrychis","21","Fabaceae"
"487","Onoclea","32","Dryopteridaceae"
"959","Ononis","21","Fabaceae"
"960","Onopordum","5","Asteraceae"
"257","Onosmodium","60","Boraginaceae"
